phi psi free_energy
-180 143 0.6931471824645996
-180 148 0.6931471824645996
-180 150 0.6931471824645996
-180 152 1.0986123085021973
-180 178 0.6931471824645996
-179 127 1.0986123085021973
-179 147 1.0986123085021973
-179 159 0.6931471824645996
-179 162 0.6931471824645996
-179 166 0.6931471824645996
-179 178 0.6931471824645996
-179 179 0.6931471824645996
-178 141 1.0986123085021973
-178 142 0.6931471824645996
-178 144 1.0986123085021973
-178 148 1.3862943649291992
-178 155 0.6931471824645996
-178 156 0.6931471824645996
-178 157 0.6931471824645996
-178 159 0.6931471824645996
-178 160 0.6931471824645996
-178 162 1.3862943649291992
-178 164 0.6931471824645996
-178 165 0.6931471824645996
-178 166 0.6931471824645996
-178 169 1.0986123085021973
-178 170 0.6931471824645996
-178 174 1.0986123085021973
-177 -14 0.6931471824645996
-177 141 0.6931471824645996
-177 147 0.6931471824645996
-177 151 1.0986123085021973
-177 152 1.0986123085021973
-177 153 1.0986123085021973
-177 154 1.0986123085021973
-177 156 0.6931471824645996
-177 157 1.7917594909667969
-177 158 1.0986123085021973
-177 159 1.0986123085021973
-177 160 0.6931471824645996
-177 162 1.3862943649291992
-177 163 0.6931471824645996
-177 164 1.0986123085021973
-177 165 0.6931471824645996
-177 167 1.0986123085021973
-177 168 0.6931471824645996
-177 169 0.6931471824645996
-177 170 0.6931471824645996
-177 173 0.6931471824645996
-176 129 0.6931471824645996
-176 134 1.0986123085021973
-176 135 0.6931471824645996
-176 137 1.0986123085021973
-176 140 1.0986123085021973
-176 142 1.3862943649291992
-176 143 0.6931471824645996
-176 144 1.0986123085021973
-176 145 1.0986123085021973
-176 146 1.3862943649291992
-176 147 1.6094379425048828
-176 149 0.6931471824645996
-176 152 0.6931471824645996
-176 153 1.6094379425048828
-176 155 0.6931471824645996
-176 159 1.0986123085021973
-176 160 1.0986123085021973
-176 162 0.6931471824645996
-176 163 1.0986123085021973
-176 166 0.6931471824645996
-176 168 1.0986123085021973
-176 169 0.6931471824645996
-176 171 0.6931471824645996
-176 172 0.6931471824645996
-176 177 0.6931471824645996
-175 -14 0.6931471824645996
-175 8 0.6931471824645996
-175 105 0.6931471824645996
-175 134 0.6931471824645996
-175 138 0.6931471824645996
-175 139 0.6931471824645996
-175 140 1.0986123085021973
-175 142 0.6931471824645996
-175 143 1.0986123085021973
-175 144 1.0986123085021973
-175 145 1.6094379425048828
-175 146 1.0986123085021973
-175 147 1.0986123085021973
-175 148 0.6931471824645996
-175 149 1.3862943649291992
-175 150 1.0986123085021973
-175 151 0.6931471824645996
-175 152 1.3862943649291992
-175 154 1.0986123085021973
-175 155 0.6931471824645996
-175 156 1.3862943649291992
-175 157 1.6094379425048828
-175 158 1.3862943649291992
-175 159 0.6931471824645996
-175 160 0.6931471824645996
-175 161 1.6094379425048828
-175 162 1.6094379425048828
-175 163 0.6931471824645996
-175 164 0.6931471824645996
-175 165 1.6094379425048828
-175 166 0.6931471824645996
-175 167 1.6094379425048828
-175 169 1.6094379425048828
-175 170 1.3862943649291992
-175 171 0.6931471824645996
-175 172 1.0986123085021973
-175 174 0.6931471824645996
-175 175 1.3862943649291992
-175 176 0.6931471824645996
-174 117 0.6931471824645996
-174 123 0.6931471824645996
-174 131 1.0986123085021973
-174 133 0.6931471824645996
-174 136 0.6931471824645996
-174 137 1.0986123085021973
-174 139 0.6931471824645996
-174 140 1.0986123085021973
-174 142 1.3862943649291992
-174 143 0.6931471824645996
-174 145 1.0986123085021973
-174 146 1.3862943649291992
-174 147 1.6094379425048828
-174 148 1.3862943649291992
-174 149 1.3862943649291992
-174 150 1.3862943649291992
-174 151 1.3862943649291992
-174 152 1.7917594909667969
-174 153 1.9459102153778076
-174 154 1.9459102153778076
-174 156 2.1972246170043945
-174 157 1.3862943649291992
-174 158 1.7917594909667969
-174 159 1.3862943649291992
-174 160 1.3862943649291992
-174 161 1.0986123085021973
-174 162 1.0986123085021973
-174 163 2.1972246170043945
-174 164 1.9459102153778076
-174 165 1.3862943649291992
-174 166 2.1972246170043945
-174 167 1.0986123085021973
-174 168 1.3862943649291992
-174 169 1.7917594909667969
-174 170 0.6931471824645996
-174 173 1.6094379425048828
-174 174 0.6931471824645996
-174 175 1.3862943649291992
-174 176 0.6931471824645996
-174 178 0.6931471824645996
-174 179 0.6931471824645996
-173 -180 0.6931471824645996
-173 -179 0.6931471824645996
-173 -59 0.6931471824645996
-173 -11 0.6931471824645996
-173 -10 1.0986123085021973
-173 -4 0.6931471824645996
-173 128 1.3862943649291992
-173 129 0.6931471824645996
-173 130 0.6931471824645996
-173 135 0.6931471824645996
-173 136 1.0986123085021973
-173 139 1.0986123085021973
-173 140 1.3862943649291992
-173 141 1.0986123085021973
-173 142 1.9459102153778076
-173 143 0.6931471824645996
-173 144 0.6931471824645996
-173 145 1.0986123085021973
-173 146 1.7917594909667969
-173 147 0.6931471824645996
-173 148 2.079441547393799
-173 149 1.7917594909667969
-173 150 2.1972246170043945
-173 151 2.079441547393799
-173 152 1.3862943649291992
-173 153 1.6094379425048828
-173 154 1.7917594909667969
-173 155 1.9459102153778076
-173 156 0.6931471824645996
-173 157 2.3025851249694824
-173 158 1.9459102153778076
-173 159 1.3862943649291992
-173 160 1.7917594909667969
-173 161 1.0986123085021973
-173 162 1.9459102153778076
-173 163 1.7917594909667969
-173 164 1.6094379425048828
-173 165 1.6094379425048828
-173 166 1.6094379425048828
-173 167 1.7917594909667969
-173 168 1.7917594909667969
-173 172 1.7917594909667969
-173 173 0.6931471824645996
-173 174 1.0986123085021973
-173 176 1.3862943649291992
-172 -180 1.6094379425048828
-172 -179 0.6931471824645996
-172 -177 1.0986123085021973
-172 -174 0.6931471824645996
-172 -36 0.6931471824645996
-172 -16 0.6931471824645996
-172 -4 0.6931471824645996
-172 5 0.6931471824645996
-172 125 0.6931471824645996
-172 126 0.6931471824645996
-172 129 1.0986123085021973
-172 132 0.6931471824645996
-172 133 0.6931471824645996
-172 134 1.3862943649291992
-172 136 1.0986123085021973
-172 137 0.6931471824645996
-172 138 1.7917594909667969
-172 139 1.6094379425048828
-172 140 1.0986123085021973
-172 141 1.7917594909667969
-172 142 1.6094379425048828
-172 143 1.6094379425048828
-172 144 1.7917594909667969
-172 145 1.3862943649291992
-172 146 1.7917594909667969
-172 147 1.7917594909667969
-172 148 1.0986123085021973
-172 149 1.3862943649291992
