,theta,phi,psi,energy
0,0.5235987901687622,0.0,0.5235987901687622,132332.140625
1,0.5235987901687622,0.10471975803375244,0.5235987901687622,138390.21875
2,0.5235987901687622,0.20943951606750488,0.5235987901687622,141511.375
3,0.5235987901687622,0.3141592741012573,0.5235987901687622,141397.125
4,0.5235987901687622,0.41887903213500977,0.5235987901687622,137968.21875
5,0.5235987901687622,0.5235987901687622,0.5235987901687622,131391.578125
6,0.5235987901687622,0.6283185482025146,0.5235987901687622,122152.703125
7,0.5235987901687622,0.7330383062362671,0.5235987901687622,111038.1171875
8,0.5235987901687622,0.8377580642700195,0.5235987901687622,98963.953125
9,0.5235987901687622,0.942477822303772,0.5235987901687622,86762.21875
10,0.5235987901687622,1.0471975803375244,0.5235987901687622,75053.0703125
11,0.5235987901687622,1.1519173383712769,0.5235987901687622,64225.01171875
12,0.5235987901687622,1.2566370964050293,0.5235987901687622,54476.1875
13,0.5235987901687622,1.3613568544387817,0.5235987901687622,45870.37890625
14,0.5235987901687622,1.4660766124725342,0.5235987901687622,38386.44921875
15,0.5235987901687622,1.5707963705062866,0.5235987901687622,31954.9921875
16,0.5235987901687622,1.675516128540039,0.5235987901687622,26483.33984375
17,0.5235987901687622,1.780236005783081,0.5235987901687622,21871.68359375
18,0.5235987901687622,1.884955644607544,0.5235987901687622,18022.681640625
19,0.5235987901687622,1.9896754026412964,0.5235987901687622,14846.8408203125
20,0.5235987901687622,2.094395160675049,0.5235987901687622,12264.98828125
21,0.5235987901687622,2.199115037918091,0.5235987901687622,10208.7587890625
22,0.5235987901687622,2.3038346767425537,0.5235987901687622,8620.0146484375
23,0.5235987901687622,2.4085543155670166,0.5235987901687622,7449.66064453125
24,0.5235987901687622,2.5132741928100586,0.5235987901687622,6656.1650390625
25,0.5235987901687622,2.6179940700531006,0.5235987901687622,6204.30126953125
26,0.5235987901687622,2.7227137088775635,0.5235987901687622,6064.1181640625
27,0.5235987901687622,2.8274333477020264,0.5235987901687622,6210.419921875
28,0.5235987901687622,2.9321532249450684,0.5235987901687622,6622.3349609375
29,0.5235987901687622,3.0368731021881104,0.5235987901687622,7282.51171875
30,0.5235987901687622,3.1415927410125732,0.5235987901687622,8174.623046875
31,0.5235987901687622,3.246312379837036,0.5235987901687622,9278.9169921875
32,0.5235987901687622,3.351032257080078,0.5235987901687622,10567.4326171875
33,0.5235987901687622,3.455751895904541,0.5235987901687622,12001.359375
34,0.5235987901687622,3.560472011566162,0.5235987901687622,13532.099609375
35,0.5235987901687622,3.665191650390625,0.5235987901687622,15106.21875
36,0.5235987901687622,3.769911289215088,0.5235987901687622,16674.251953125
37,0.5235987901687622,3.87463116645813,0.5235987901687622,18200.375
38,0.5235987901687622,3.9793508052825928,0.5235987901687622,19668.44921875
39,0.5235987901687622,4.084070682525635,0.5235987901687622,21081.9453125
40,0.5235987901687622,4.188790321350098,0.5235987901687622,22460.3515625
41,0.5235987901687622,4.2935099601745605,0.5235987901687622,23835.287109375
42,0.5235987901687622,4.398230075836182,0.5235987901687622,25248.109375
43,0.5235987901687622,4.5029497146606445,0.5235987901687622,26748.796875
44,0.5235987901687622,4.607669353485107,0.5235987901687622,28396.251953125
45,0.5235987901687622,4.71238899230957,0.5235987901687622,30258.873046875
46,0.5235987901687622,4.817108631134033,0.5235987901687622,32415.52734375
47,0.5235987901687622,4.921828746795654,0.5235987901687622,34956.21875
48,0.5235987901687622,5.026548385620117,0.5235987901687622,37982.2265625
49,0.5235987901687622,5.131268501281738,0.5235987901687622,41605.28515625
50,0.5235987901687622,5.235988140106201,0.5235987901687622,45944.6875
51,0.5235987901687622,5.340707778930664,0.5235987901687622,51122.109375
52,0.5235987901687622,5.445427417755127,0.5235987901687622,57252.140625
53,0.5235987901687622,5.55014705657959,0.5235987901687622,64427.16796875
54,0.5235987901687622,5.654866695404053,0.5235987901687622,72693.8828125
55,0.5235987901687622,5.759586811065674,0.5235987901687622,82019.390625
56,0.5235987901687622,5.864306449890137,0.5235987901687622,92245.2578125
