,theta,phi,psi,energy
0,0.5235987901687622,0.1047197580337524,0.5235987901687622,138390.21875
1,0.5235987901687622,0.2094395160675048,0.5235987901687622,141511.375
2,0.5235987901687622,0.3141592741012573,0.5235987901687622,141397.125
3,0.5235987901687622,0.4188790321350097,0.5235987901687622,137968.21875
4,0.5235987901687622,0.5235987901687622,0.5235987901687622,131391.578125
5,0.5235987901687622,0.6283185482025146,0.5235987901687622,122152.703125
6,0.5235987901687622,0.7330383062362671,0.5235987901687622,111038.1171875
7,0.5235987901687622,0.8377580642700195,0.5235987901687622,98963.953125
8,0.5235987901687622,0.942477822303772,0.5235987901687622,86762.21875
9,0.5235987901687622,1.0471975803375244,0.5235987901687622,75053.0703125
10,0.5235987901687622,1.1519173383712769,0.5235987901687622,64225.01171875
11,0.5235987901687622,1.2566370964050293,0.5235987901687622,54476.1875
12,0.5235987901687622,1.3613568544387815,0.5235987901687622,45870.37890625
13,0.5235987901687622,1.4660766124725342,0.5235987901687622,38386.44921875
14,0.5235987901687622,1.5707963705062866,0.5235987901687622,31954.9921875
15,0.5235987901687622,1.780236005783081,0.5235987901687622,21871.68359375
16,0.5235987901687622,1.884955644607544,0.5235987901687622,18022.681640625
17,0.5235987901687622,1.9896754026412964,0.5235987901687622,14846.8408203125
18,0.5235987901687622,2.094395160675049,0.5235987901687622,12264.98828125
19,0.5235987901687622,2.3038346767425537,0.5235987901687622,8620.0146484375
20,0.5235987901687622,2.4085543155670166,0.5235987901687622,7449.66064453125
21,0.5235987901687622,2.5132741928100586,0.5235987901687622,6656.1650390625
22,0.5235987901687622,2.7227137088775635,0.5235987901687622,6064.1181640625
23,0.5235987901687622,2.8274333477020264,0.5235987901687622,6210.419921875
24,0.5235987901687622,2.9321532249450684,0.5235987901687622,6622.3349609375
25,0.5235987901687622,3.246312379837036,0.5235987901687622,9278.9169921875
26,0.5235987901687622,3.351032257080078,0.5235987901687622,10567.4326171875
27,0.5235987901687622,3.455751895904541,0.5235987901687622,12001.359375
28,0.5235987901687622,3.560472011566162,0.5235987901687622,13532.099609375
29,0.5235987901687622,3.769911289215088,0.5235987901687622,16674.251953125
30,0.5235987901687622,3.87463116645813,0.5235987901687622,18200.375
31,0.5235987901687622,3.9793508052825928,0.5235987901687622,19668.44921875
32,0.5235987901687622,4.084070682525635,0.5235987901687622,21081.9453125
33,0.5235987901687622,4.2935099601745605,0.5235987901687622,23835.287109375
34,0.5235987901687622,4.5029497146606445,0.5235987901687622,26748.796875
35,0.5235987901687622,4.607669353485107,0.5235987901687622,28396.251953125
36,0.5235987901687622,4.71238899230957,0.5235987901687622,30258.873046875
37,0.5235987901687622,4.921828746795654,0.5235987901687622,34956.21875
38,0.5235987901687622,5.026548385620117,0.5235987901687622,37982.2265625
39,0.5235987901687622,5.131268501281738,0.5235987901687622,41605.28515625
40,0.5235987901687622,5.235988140106201,0.5235987901687622,45944.6875
41,0.5235987901687622,5.340707778930664,0.5235987901687622,51122.109375
42,0.5235987901687622,5.55014705657959,0.5235987901687622,64427.16796875
43,0.5235987901687622,5.654866695404053,0.5235987901687622,72693.8828125
44,0.5235987901687622,5.759586811065674,0.5235987901687622,82019.390625
45,0.5235987901687622,5.864306449890137,0.5235987901687622,92245.2578125
46,0.5235987901687622,5.9690260887146,0.5235987901687622,103035.4765625
47,0.5235987901687622,6.178465366363525,0.5235987901687622,123888.0390625
48,0.5235987901687622,0.0,0.6283185482025146,112875.34375
49,0.5235987901687622,0.1047197580337524,0.6283185482025146,117257.0
50,0.5235987901687622,0.3141592741012573,0.6283185482025146,119207.3359375
51,0.5235987901687622,0.4188790321350097,0.6283185482025146,116500.046875
52,0.5235987901687622,0.6283185482025146,0.6283185482025146,104486.953125
53,0.5235987901687622,0.7330383062362671,0.6283185482025146,96050.234375
54,0.5235987901687622,0.8377580642700195,0.6283185482025146,86756.8828125
55,0.5235987901687622,0.942477822303772,0.6283185482025146,77172.03125
56,0.5235987901687622,1.0471975803375244,0.6283185482025146,67759.2421875
57,0.5235987901687622,1.1519173383712769,0.6283185482025146,58850.6015625
58,0.5235987901687622,1.2566370964050293,0.6283185482025146,50652.50390625
59,0.5235987901687622,1.3613568544387815,0.6283185482025146,43269.5625
60,0.5235987901687622,1.5707963705062866,0.6283185482025146,31024.931640625
61,0.5235987901687622,1.675516128540039,0.6283185482025146,26099.404296875
62,0.5235987901687622,1.780236005783081,0.6283185482025146,21895.345703125
63,0.5235987901687622,1.884955644607544,0.6283185482025146,18346.857421875
64,0.5235987901687622,1.9896754026412964,0.6283185482025146,15389.091796875
65,0.5235987901687622,2.094395160675049,0.6283185482025146,12961.6875
66,0.5235987901687622,2.199115037918091,0.6283185482025146,11010.52734375
67,0.5235987901687622,2.3038346767425537,0.6283185482025146,9488.0048828125
68,0.5235987901687622,2.4085543155670166,0.6283185482025146,8352.8193359375
69,0.5235987901687622,2.9321532249450684,0.6283185482025146,7387.0849609375
70,0.5235987901687622,3.0368731021881104,0.6283185482025146,7966.25537109375
71,0.5235987901687622,3.351032257080078,0.6283185482025146,10870.5908203125
72,0.5235987901687622,3.455751895904541,0.6283185482025146,12137.1806640625
73,0.5235987901687622,3.560472011566162,0.6283185482025146,13494.7685546875
74,0.5235987901687622,3.665191650390625,0.6283185482025146,14904.228515625
75,0.5235987901687622,3.87463116645813,0.6283185482025146,17745.00390625
76,0.5235987901687622,4.084070682525635,0.6283185482025146,20500.48828125
77,0.5235987901687622,4.2935099601745605,0.6283185482025146,23216.9765625
78,0.5235987901687622,4.5029497146606445,0.6283185482025146,26119.427734375
79,0.5235987901687622,4.607669353485107,0.6283185482025146,27749.515625
80,0.5235987901687622,4.71238899230957,0.6283185482025146,29573.2734375
81,0.5235987901687622,4.817108631134033,0.6283185482025146,31656.689453125
82,0.5235987901687622,4.921828746795654,0.6283185482025146,34073.51171875
83,0.5235987901687622,5.026548385620117,0.6283185482025146,36904.59375
84,0.5235987901687622,5.340707778930664,0.6283185482025146,48742.51953125
85,0.5235987901687622,5.445427417755127,0.6283185482025146,54069.1640625
86,0.5235987901687622,5.654866695404053,0.6283185482025146,67055.3203125
87,0.5235987901687622,5.864306449890137,0.6283185482025146,82741.6953125
88,0.5235987901687622,5.9690260887146,0.6283185482025146,91084.9296875
89,0.5235987901687622,6.073746204376221,0.6283185482025146,99244.9765625
90,0.5235987901687622,0.0,0.7330383062362671,95750.59375
91,0.5235987901687622,0.1047197580337524,0.7330383062362671,98812.9375
92,0.5235987901687622,0.2094395160675048,0.7330383062362671,100266.9375
93,0.5235987901687622,0.3141592741012573,0.7330383062362671,99957.234375
94,0.5235987901687622,0.4188790321350097,0.7330383062362671,97858.2890625
95,0.5235987901687622,0.5235987901687622,0.7330383062362671,94080.4140625
96,0.5235987901687622,0.6283185482025146,0.7330383062362671,88860.2578125
97,0.5235987901687622,0.8377580642700195,0.7330383062362671,75477.328125
98,0.5235987901687622,1.1519173383712769,0.7330383062362671,53498.58984375
99,0.5235987901687622,1.2566370964050293,0.7330383062362671,46766.6875
100,0.5235987901687622,1.3613568544387815,0.7330383062362671,40583.04296875
101,0.5235987901687622,1.4660766124725342,0.7330383062362671,35006.265625
102,0.5235987901687622,1.675516128540039,0.7330383062362671,25713.0859375
103,0.5235987901687622,1.780236005783081,0.7330383062362671,21956.3046875
104,0.5235987901687622,1.884955644607544,0.7330383062362671,18744.740234375
105,0.5235987901687622,1.9896754026412964,0.7330383062362671,16036.2421875
106,0.5235987901687622,2.094395160675049,0.7330383062362671,13788.666015625
107,0.5235987901687622,2.199115037918091,0.7330383062362671,11962.046875
108,0.5235987901687622,2.4085543155670166,0.7330383062362671,9428.396484375
109,0.5235987901687622,2.5132741928100586,0.7330383062362671,8658.6396484375
110,0.5235987901687622,2.7227137088775635,0.7330383062362671,7980.3916015625
111,0.5235987901687622,2.8274333477020264,0.7330383062362671,8026.365234375
112,0.5235987901687622,2.9321532249450684,0.7330383062362671,8301.599609375
113,0.5235987901687622,3.0368731021881104,0.7330383062362671,8786.4326171875
114,0.5235987901687622,3.246312379837036,0.7330383062362671,10303.0576171875
115,0.5235987901687622,3.351032257080078,0.7330383062362671,11288.912109375
116,0.5235987901687622,3.560472011566162,0.7330383062362671,13581.46484375
117,0.5235987901687622,3.665191650390625,0.7330383062362671,14830.3681640625
118,0.5235987901687622,3.769911289215088,0.7330383062362671,16112.2412109375
119,0.5235987901687622,3.87463116645813,0.7330383062362671,17407.353515625
