,Ahalf,Y,Z,E
5039,0.85,0.889252,3.293201,-0.158042
5040,0.85,1.3,3.101666,-0.15747
5041,0.85,1.671248,2.841716,-0.156597
5042,0.85,1.991716,2.521248,-0.15541
5043,0.85,2.251666,2.15,-0.153751
5044,0.85,2.443201,1.739252,-0.151476
5045,0.85,2.5605,1.301485,-0.1484
5046,0.85,2.6,0.85,-0.144401
5047,0.85,2.565029,0.425,-0.139733
5048,0.85,2.457132,0.0,-0.134456
5049,0.85,0.0,3.65,-0.158976
5050,0.85,0.486215,3.607462,-0.15886
5051,0.85,0.957656,3.481139,-0.158613
5052,0.85,1.4,3.274871,-0.15817
5053,0.85,1.799805,2.994924,-0.157527
5054,0.85,2.144924,2.649805,-0.156555
5055,0.85,2.424871,2.25,-0.155257
5056,0.85,2.631139,1.807656,-0.153515
5057,0.85,2.757462,1.336215,-0.151172
5058,0.85,2.8,0.85,-0.148114
5059,0.85,2.767558,0.425,-0.14486
5060,0.85,2.667864,0.0,-0.141154
5061,0.85,0.0,3.85,-0.159613
5062,0.85,0.520945,3.804423,-0.159529
5063,0.85,1.02606,3.669078,-0.159295
5064,0.85,1.5,3.448076,-0.158986
5065,0.85,1.928363,3.148133,-0.158451
5066,0.85,2.298133,2.778363,-0.157715
5067,0.85,2.598076,2.35,-0.156721
5068,0.85,2.819078,1.87606,-0.155369
5069,0.85,2.954423,1.370945,-0.153588
5070,0.85,3.0,0.85,-0.151266
5071,0.85,2.969743,0.425,-0.148957
5072,0.85,2.877064,0.0,-0.146313
5073,0.85,0.0,4.05,-0.160218
5074,0.85,0.555674,4.001385,-0.160157
5075,0.85,1.094464,3.857016,-0.15999
5076,0.85,1.6,3.621281,-0.159734
5077,0.85,2.05692,3.301342,-0.159321
5078,0.85,2.451342,2.90692,-0.158759
5079,0.85,2.771281,2.45,-0.158006
5080,0.85,3.007016,1.944464,-0.156989
5081,0.85,3.151385,1.405674,-0.15563
5082,0.85,3.2,0.85,-0.153865
5083,0.85,3.171652,0.425,-0.152214
5084,0.85,3.085045,0.0,-0.150314
5085,0.85,0.0,4.25,-0.160777
5086,0.85,0.590404,4.198346,-0.160745
5087,0.85,1.162868,4.044955,-0.160624
5088,0.85,1.7,3.794486,-0.16046
5089,0.85,2.185478,3.454551,-0.160117
5090,0.85,2.604551,3.035478,-0.159688
5091,0.85,2.944486,2.55,-0.159109
5092,0.85,3.194955,2.012868,-0.158323
5093,0.85,3.348346,1.440404,-0.157301
5094,0.85,3.4,0.85,-0.155959
5095,0.85,3.373333,0.425,-0.154785
5096,0.85,3.292036,0.0,-0.15341
5097,0.85,0.0,4.55,-0.161469
5098,0.85,0.642498,4.493789,-0.161446
5099,0.85,1.265475,4.326863,-0.161365
5100,0.85,1.85,4.054294,-0.161244
5101,0.85,2.378314,3.684364,-0.161054
5102,0.85,2.834364,3.228314,-0.160765
5103,0.85,3.204294,2.7,-0.160387
5104,0.85,3.476863,2.115475,-0.159867
5105,0.85,3.643789,1.492498,-0.159203
5106,0.85,3.7,0.85,-0.158313
5107,0.85,3.67551,0.425,-0.157585
5108,0.85,3.601042,0.0,-0.156753
5109,0.85,0.0,4.85,-0.161967
5110,0.85,0.694593,4.789231,-0.161944
5111,0.85,1.368081,4.60877,-0.161901
5112,0.85,2.0,4.314102,-0.161819
5113,0.85,2.57115,3.914178,-0.161689
5114,0.85,3.064178,3.42115,-0.161514
5115,0.85,3.464102,2.85,-0.161266
5116,0.85,3.75877,2.218081,-0.160935
5117,0.85,3.939231,1.544593,-0.160497
5118,0.85,4.0,0.85,-0.159915
5119,0.85,3.977358,0.425,-0.159483
5120,0.85,3.908644,0.0,-0.158973
5121,0.85,0.0,5.15,-0.16229
5122,0.85,0.746687,5.084673,-0.162269
5123,0.85,1.470687,4.890678,-0.162262
5124,0.85,2.15,4.573909,-0.1622
5125,0.85,2.763987,4.143991,-0.1621
5126,0.85,3.293991,3.613987,-0.16198
5127,0.85,3.723909,3.0,-0.161824
5128,0.85,4.040678,2.320687,-0.161617
5129,0.85,4.234673,1.596687,-0.16134
5130,0.85,4.3,0.85,-0.160984
5131,0.85,4.278946,0.425,-0.16072
5132,0.85,4.215151,0.0,-0.160413
5133,0.85,0.0,5.45,-0.162471
5134,0.85,0.798782,5.380116,-0.162461
5135,0.85,1.573293,5.172586,-0.162437
5136,0.85,2.3,4.833717,-0.16239
5137,0.85,2.956823,4.373804,-0.162347
5138,0.85,3.523804,3.806823,-0.162288
5139,0.85,3.983717,3.15,-0.162176
5140,0.85,4.322586,2.423293,-0.162041
5141,0.85,4.530116,1.648782,-0.161883
5142,0.85,4.6,0.85,-0.161654
5143,0.85,4.580325,0.425,-0.161498
5144,0.85,4.520785,0.0,-0.161328
5145,0.85,0.0,5.85,-0.162593
5146,0.85,0.868241,5.774039,-0.162582
5147,0.85,1.710101,5.548463,-0.162569
5148,0.85,2.5,5.180127,-0.16254
5149,0.85,3.213938,4.680222,-0.162521
5150,0.85,3.830222,4.063938,-0.162479
5151,0.85,4.330127,3.35,-0.162432
5152,0.85,4.698463,2.560101,-0.162361
5153,0.85,4.924039,1.718241,-0.162279
5154,0.85,5.0,0.85,-0.162158
5155,0.85,4.92722,0.0,-0.162018
5156,0.85,0.0,6.35,-0.162608
5157,0.85,0.955065,6.266443,-0.162602
5158,0.85,1.881111,6.018309,-0.16261
5159,0.85,2.75,5.61314,-0.162602
5160,0.85,3.535332,5.063244,-0.162587
5161,0.85,4.213244,4.385332,-0.162575
5162,0.85,4.76314,3.6,-0.162568
5163,0.85,5.168309,2.731111,-0.162527
5164,0.85,5.416443,1.805065,-0.162499
5165,0.85,5.5,0.85,-0.162461
5166,0.85,5.433921,0.0,-0.162406
5167,0.9,0.312567,2.672654,-0.158678
5168,0.9,0.615636,2.591447,-0.157961
5169,0.9,0.9,2.458846,-0.15678
5170,0.9,1.157018,2.27888,-0.154969
5171,0.9,1.37888,2.057018,-0.152327
5172,0.9,1.691447,1.515636,-0.143647
5173,0.9,1.772654,1.212567,-0.13667
5174,0.9,1.774824,0.6,-0.114578
5175,0.9,1.697056,0.3,-0.09716
5176,0.9,1.558846,0.0,-0.07175
5177,0.9,0.0,2.8,-0.158087
5178,0.9,0.329932,2.771135,-0.157877
5179,0.9,0.649838,2.685416,-0.157201
5180,0.9,0.95,2.545448,-0.156086
5181,0.9,1.221296,2.355484,-0.154358
5182,0.9,1.455484,2.121296,-0.151945
5183,0.9,1.645448,1.85,-0.148515
5184,0.9,1.785416,1.549838,-0.143756
5185,0.9,1.871135,1.229932,-0.137111
5186,0.9,1.9,0.9,-0.12798
5187,0.9,1.876166,0.6,-0.116734
5188,0.9,1.802776,0.3,-0.101457
5189,0.9,1.67332,0.0,-0.082596
5190,0.9,0.0,2.9,-0.157027
5191,0.9,0.347296,2.869616,-0.156852
5192,0.9,0.68404,2.779385,-0.156218
5193,0.9,1.0,2.632051,-0.155147
5194,0.9,1.285575,2.432089,-0.153543
5195,0.9,1.532089,2.185575,-0.151331
5196,0.9,1.732051,1.9,-0.148167
5197,0.9,1.879385,1.58404,-0.143725
5198,0.9,1.969616,1.247296,-0.137535
5199,0.9,2.0,0.9,-0.129021
5200,0.9,1.977372,0.6,-0.119191
5201,0.9,1.907878,0.3,-0.106357
5202,0.9,1.786057,0.0,-0.09192
5203,0.9,0.0,3.05,-0.155452
5204,0.9,0.373344,3.017337,-0.155282
5205,0.9,0.735343,2.920339,-0.154746
5206,0.9,1.075,2.761955,-0.15381
5207,0.9,1.381993,2.546996,-0.152388
5208,0.9,1.646996,2.281993,-0.150461
5209,0.9,1.861955,1.975,-0.147679
5210,0.9,2.020339,1.635343,-0.14381
5211,0.9,2.117337,1.273344,-0.138393
5212,0.9,2.15,0.9,-0.130998
5213,0.9,2.128967,0.6,-0.123248
5214,0.9,2.064582,0.3,-0.113711
5215,0.9,1.952562,0.0,-0.103611
5216,0.9,0.0,3.2,-0.15419
5217,0.9,0.399391,3.165058,-0.154041
5218,0.9,0.786646,3.061293,-0.153508
5219,0.9,1.15,2.891858,-0.152743
5220,0.9,1.478412,2.661902,-0.15155
5221,0.9,1.761902,2.378412,-0.149878
5222,0.9,1.991858,2.05,-0.147508
5223,0.9,2.161293,1.686646,-0.144189
5224,0.9,2.265058,1.299391,-0.139585
5225,0.9,2.3,0.9,-0.133339
5226,0.9,2.280351,0.6,-0.127398
5227,0.9,2.22036,0.3,-0.120384
5228,0.9,2.116601,0.0,-0.113079
5229,0.9,0.0,3.35,-0.153337
5230,0.9,0.425438,3.312779,-0.153167
5231,0.9,0.837949,3.202247,-0.152784
5232,0.9,1.225,3.021762,-0.152098
5233,0.9,1.57483,2.776809,-0.151091
5234,0.9,1.876809,2.47483,-0.149668
5235,0.9,2.121762,2.125,-0.147671
5236,0.9,2.302247,1.737949,-0.144894
5237,0.9,2.412779,1.325438,-0.141056
5238,0.9,2.45,0.9,-0.135892
5239,0.9,2.431563,0.6,-0.131375
5240,0.9,2.375395,0.3,-0.126168
5241,0.9,2.278706,0.0,-0.12077
5242,0.9,0.451485,3.4605,-0.152725
5243,0.9,0.889252,3.343201,-0.152378
5244,0.9,1.3,3.151666,-0.151823
5245,0.9,1.671248,2.891716,-0.151001
5246,0.9,1.991716,2.571248,-0.149819
5247,0.9,2.251666,2.2,-0.148135
5248,0.9,2.443201,1.789252,-0.145847
5249,0.9,2.5605,1.351485,-0.14267
5250,0.9,2.6,0.9,-0.138442
5251,0.9,2.560762,0.45,-0.133117
5252,0.9,2.439262,0.0,-0.127073
5253,0.9,0.0,3.7,-0.152742
5254,0.9,0.486215,3.657462,-0.152636
5255,0.9,0.957656,3.531139,-0.152352
5256,0.9,1.4,3.324871,-0.151921
5257,0.9,1.799805,3.044924,-0.151271
5258,0.9,2.144924,2.699805,-0.150343
5259,0.9,2.424871,2.3,-0.149046
5260,0.9,2.631139,1.857656,-0.147281
5261,0.9,2.757462,1.386215,-0.144852
5262,0.9,2.8,0.9,-0.141648
5263,0.9,2.763603,0.45,-0.137948
5264,0.9,2.651415,0.0,-0.133722
5265,0.9,0.0,3.9,-0.152959
5266,0.9,0.520945,3.854423,-0.152871
5267,0.9,1.02606,3.719078,-0.152634
5268,0.9,1.5,3.498076,-0.152311
5269,0.9,1.928363,3.198133,-0.15182
5270,0.9,2.298133,2.828363,-0.151094
5271,0.9,2.598076,2.4,-0.150099
5272,0.9,2.819078,1.92606,-0.148726
5273,0.9,2.954423,1.420945,-0.146893
5274,0.9,3.0,0.9,-0.14446
5275,0.9,2.966058,0.45,-0.141863
5276,0.9,2.861818,0.0,-0.138875
5277,0.9,0.0,4.1,-0.153309
5278,0.9,0.555674,4.051385,-0.153267
5279,0.9,1.094464,3.907016,-0.153096
5280,0.9,1.6,3.671281,-0.152834
5281,0.9,2.05692,3.351342,-0.152433
5282,0.9,2.451342,2.95692,-0.151878
5283,0.9,2.771281,2.5,-0.151125
5284,0.9,3.007016,1.994464,-0.150091
5285,0.9,3.151385,1.455674,-0.148684
5286,0.9,3.2,0.9,-0.146851
5287,0.9,3.168201,0.45,-0.145003
5288,0.9,3.070831,0.0,-0.142862
5289,0.9,0.0,4.3,-0.153696
5290,0.9,0.590404,4.248346,-0.153671
5291,0.9,1.162868,4.094955,-0.153551
5292,0.9,2.185478,3.504551,-0.15305
5293,0.9,2.604551,3.085478,-0.152629
5294,0.9,3.194955,2.062868,-0.151257
5295,0.9,3.348346,1.490404,-0.150203
5296,0.9,3.4,0.9,-0.148811
5297,0.9,3.370089,0.45,-0.147496
5298,0.9,3.278719,0.0,-0.145951
5299,0.9,0.0,4.6,-0.154247
5300,0.9,0.642498,4.543789,-0.154235
5301,0.9,1.265475,4.376863,-0.154153
5302,0.9,1.85,4.104294,-0.154031
5303,0.9,2.378314,3.734364,-0.153833
5304,0.9,2.834364,3.278314,-0.153551
5305,0.9,3.204294,2.75,-0.153165
5306,0.9,3.476863,2.165475,-0.152654
5307,0.9,3.643789,1.542498,-0.151965
5308,0.9,3.7,0.9,-0.151044
5309,0.9,3.672533,0.45,-0.150241
5310,0.9,3.588872,0.0,-0.149311
5311,0.9,0.0,4.9,-0.154655
5312,0.9,0.694593,4.839231,-0.15465
5313,0.9,1.368081,4.65877,-0.154597
5314,0.9,2.0,4.364102,-0.154511
5315,0.9,2.57115,3.964178,-0.15439
5316,0.9,3.064178,3.47115,-0.154214
5317,0.9,3.464102,2.9,-0.153962
5318,0.9,3.75877,2.268081,-0.153628
5319,0.9,3.939231,1.594593,-0.153186
5320,0.9,4.0,0.9,-0.152594
5321,0.9,3.974607,0.45,-0.152106
5322,0.9,3.897435,0.0,-0.151525
5323,0.9,0.0,5.2,-0.154948
5324,0.9,0.746687,5.134673,-0.154933
5325,0.9,1.470687,4.940678,-0.154928
5326,0.9,2.15,4.623909,-0.154836
5327,0.9,2.763987,4.193991,-0.154757
5328,0.9,3.293991,3.663987,-0.154633
5329,0.9,3.723909,3.05,-0.154487
5330,0.9,4.040678,2.370687,-0.154278
5331,0.9,4.234673,1.646687,-0.15399
5332,0.9,4.3,0.9,-0.15361
5333,0.9,4.276389,0.45,-0.153333
5334,0.9,4.204759,0.0,-0.152986
5335,0.9,0.798782,5.430116,-0.155098
5336,0.9,1.573293,5.222586,-0.155078
5337,0.9,2.3,4.883717,-0.15504
5338,0.9,2.956823,4.423804,-0.154992
5339,0.9,3.523804,3.856823,-0.154922
5340,0.9,3.983717,3.2,-0.154818
5341,0.9,4.322586,2.473293,-0.154676
5342,0.9,4.530116,1.698782,-0.154505
5343,0.9,4.6,0.9,-0.154275
5344,0.9,4.577936,0.45,-0.154108
5345,0.9,4.511097,0.0,-0.153913
5346,0.9,0.0,5.9,-0.15521
5347,0.9,0.868241,5.824039,-0.15521
5348,0.9,1.710101,5.598463,-0.155201
5349,0.9,2.5,5.230127,-0.155173
5350,0.9,3.213938,4.730222,-0.155153
5351,0.9,3.830222,4.113938,-0.155111
5352,0.9,4.330127,3.4,-0.155057
5353,0.9,4.698463,2.610101,-0.154994
5354,0.9,4.924039,1.768241,-0.154898
5355,0.9,5.0,0.9,-0.154781
5356,0.9,4.979709,0.45,-0.154699
5357,0.9,4.918333,0.0,-0.154608
5358,0.9,0.0,6.4,-0.155232
5359,0.9,0.955065,6.316443,-0.155233
5360,0.9,1.881111,6.068309,-0.15523
5361,0.9,2.75,5.66314,-0.155211
5362,0.9,3.535332,5.113244,-0.155223
5363,0.9,4.213244,4.435332,-0.155199
5364,0.9,4.76314,3.65,-0.155169
5365,0.9,5.168309,2.781111,-0.15515
5366,0.9,5.416443,1.855065,-0.155118
5367,0.9,5.5,0.9,-0.155064
5368,0.9,5.425864,0.0,-0.155008
5369,0.95,0.329932,2.821135,-0.156161
5370,0.95,0.649838,2.735416,-0.155536
5371,0.95,0.95,2.595448,-0.154507
5372,0.95,1.221296,2.405484,-0.152891
5373,0.95,1.455484,2.171296,-0.150522
5374,0.95,1.785416,1.599838,-0.142717
5375,0.95,1.871135,1.279932,-0.136326
5376,0.95,1.873425,0.633333,-0.115615
5377,0.95,1.791337,0.316667,-0.098926
5378,0.95,0.0,2.95,-0.154448
5379,0.95,0.347296,2.919616,-0.154258
5380,0.95,0.68404,2.829385,-0.153692
5381,0.95,1.0,2.682051,-0.152707
5382,0.95,1.285575,2.482089,-0.151173
5383,0.95,1.532089,2.235575,-0.149047
5384,0.95,1.732051,1.95,-0.145975
5385,0.95,1.879385,1.63404,-0.141692
5386,0.95,1.969616,1.297296,-0.135622
5387,0.95,2.0,0.95,-0.127172
5388,0.95,1.974771,0.633333,-0.116556
5389,0.95,1.897074,0.316667,-0.101903
5390,0.95,1.759972,0.0,-0.083676
5391,0.95,0.0,3.1,-0.151692
5392,0.95,0.373344,3.067337,-0.151533
5393,0.95,0.735343,2.970339,-0.150949
5394,0.95,1.075,2.811955,-0.150177
5395,0.95,1.381993,2.596996,-0.148828
5396,0.95,1.646996,2.331993,-0.146869
5397,0.95,1.861955,2.025,-0.14417
5398,0.95,2.020339,1.685343,-0.140349
5399,0.95,2.117337,1.323344,-0.134945
5400,0.95,2.15,0.95,-0.127421
5401,0.95,2.126552,0.633333,-0.118827
5402,0.95,2.054602,0.316667,-0.107614
5403,0.95,1.92873,0.0,-0.095358
5404,0.95,0.0,3.25,-0.149361
5405,0.95,0.399391,3.215058,-0.149238
5406,0.95,0.786646,3.111293,-0.148747
5407,0.95,1.15,2.941858,-0.14809
5408,0.95,1.478412,2.711902,-0.146956
5409,0.95,1.761902,2.428412,-0.145198
5410,0.95,1.991858,2.1,-0.142863
5411,0.95,2.161293,1.736646,-0.139548
5412,0.95,2.265058,1.349391,-0.134897
5413,0.95,2.3,0.95,-0.128445
5414,0.95,2.278096,0.633333,-0.121734
5415,0.95,2.211083,0.316667,-0.11348
5416,0.95,2.094636,0.0,-0.104821
5417,0.95,0.0,3.4,-0.14764
5418,0.95,0.425438,3.362779,-0.147495
5419,0.95,0.837949,3.252247,-0.147127
5420,0.95,1.225,3.071762,-0.14649
5421,0.95,1.57483,2.826809,-0.145489
5422,0.95,1.876809,2.52483,-0.144108
5423,0.95,2.121762,2.175,-0.142112
5424,0.95,2.302247,1.787949,-0.13933
5425,0.95,2.412779,1.375438,-0.1354
5426,0.95,2.45,0.95,-0.129997
5427,0.95,2.429449,0.633333,-0.124886
5428,0.95,2.366725,0.316667,-0.118821
5429,0.95,2.258318,0.0,-0.112523
5430,0.95,0.0,3.55,-0.146551
5431,0.95,0.451485,3.5105,-0.146387
5432,0.95,0.889252,3.393201,-0.146055
5433,0.95,1.3,3.201666,-0.145513
5434,0.95,1.671248,2.941716,-0.144699
5435,0.95,1.991716,2.621248,-0.14354
5436,0.95,2.251666,2.25,-0.141883
5437,0.95,2.443201,1.839252,-0.139545
5438,0.95,2.5605,1.401485,-0.1363
5439,0.95,2.6,0.95,-0.131859
5440,0.95,2.580644,0.633333,-0.12798
5441,0.95,2.521684,0.316667,-0.123494
5442,0.95,0.0,3.75,-0.145744
5443,0.95,0.486215,3.707462,-0.145665
5444,0.95,0.957656,3.581139,-0.145369
5445,0.95,1.4,3.374871,-0.144939
5446,0.95,1.799805,3.094924,-0.144303
5447,0.95,2.144924,2.749805,-0.143401
5448,0.95,2.424871,2.35,-0.142116
5449,0.95,2.631139,1.907656,-0.140331
5450,0.95,2.757462,1.436215,-0.137831
5451,0.95,2.8,0.95,-0.134462
5452,0.95,2.759416,0.475,-0.130272
5453,0.95,2.633913,0.0,-0.12547
5454,0.95,0.0,3.95,-0.145535
5455,0.95,0.520945,3.904423,-0.14546
5456,0.95,1.02606,3.769078,-0.145239
5457,0.95,1.5,3.548076,-0.14492
5458,0.95,1.928363,3.248133,-0.144417
5459,0.95,2.298133,2.878363,-0.143705
5460,0.95,2.598076,2.45,-0.142704
5461,0.95,2.819078,1.97606,-0.141334
5462,0.95,2.954423,1.470945,-0.139434
5463,0.95,3.0,0.95,-0.136897
5464,0.95,2.962157,0.475,-0.133993
5465,0.95,2.845611,0.0,-0.130615
5466,0.95,0.0,4.15,-0.145584
5467,0.95,0.555674,4.101385,-0.145553
5468,0.95,1.094464,3.957016,-0.145399
5469,0.95,1.6,3.721281,-0.145131
5470,0.95,2.05692,3.401342,-0.144759
5471,0.95,2.451342,3.00692,-0.144201
5472,0.95,2.771281,2.55,-0.143447
5473,0.95,3.007016,2.044464,-0.142404
5474,0.95,3.151385,1.505674,-0.140951
5475,0.95,3.2,0.95,-0.13905
5476,0.95,3.16455,0.475,-0.137001
5477,0.95,3.055732,0.0,-0.134591
5478,0.95,0.0,4.35,-0.145814
5479,0.95,0.590404,4.298346,-0.145774
5480,0.95,1.162868,4.144955,-0.145664
5481,0.95,1.7,3.894486,-0.14547
5482,0.95,2.185478,3.554551,-0.145183
5483,0.95,2.604551,3.135478,-0.144765
5484,0.95,2.944486,2.65,-0.144184
5485,0.95,3.194955,2.112868,-0.143382
5486,0.95,3.348346,1.540404,-0.142301
5487,0.95,3.4,0.95,-0.140861
5488,0.95,3.366656,0.475,-0.139406
5489,0.95,3.264583,0.0,-0.137676
5490,0.95,0.0,4.65,-0.14621
5491,0.95,0.642498,4.593789,-0.146189
5492,0.95,1.265475,4.426863,-0.146099
5493,0.95,1.85,4.154294,-0.145972
5494,0.95,2.378314,3.784364,-0.145791
5495,0.95,2.834364,3.328314,-0.145521
5496,0.95,3.204294,2.8,-0.145139
5497,0.95,3.476863,2.215475,-0.144613
5498,0.95,3.643789,1.592498,-0.14391
5499,0.95,3.7,0.95,-0.14296
5500,0.95,3.669383,0.475,-0.142077
5501,0.95,3.575961,0.0,-0.141023
5502,0.95,0.0,4.95,-0.146536
5503,0.95,0.694593,4.889231,-0.146522
5504,0.95,1.368081,4.70877,-0.146476
5505,0.95,2.0,4.414102,-0.146387
5506,0.95,2.57115,4.014178,-0.14627
5507,0.95,3.064178,3.52115,-0.14608
5508,0.95,3.464102,2.95,-0.145845
5509,0.95,3.75877,2.318081,-0.145501
5510,0.95,3.939231,1.644593,-0.145053
5511,0.95,4.0,0.95,-0.144445
5512,0.95,3.971697,0.475,-0.143909
5513,0.95,3.88555,0.0,-0.143267
5514,0.95,0.0,5.25,-0.146775
5515,0.95,0.746687,5.184673,-0.146757
5516,0.95,1.470687,4.990678,-0.146734
5517,0.95,2.15,4.673909,-0.146676
5518,0.95,2.763987,4.243991,-0.146595
5519,0.95,3.293991,3.713987,-0.146478
5520,0.95,3.723909,3.1,-0.146319
5521,0.95,4.040678,2.420687,-0.14611
5522,0.95,4.234673,1.696687,-0.145817
5523,0.95,4.3,0.95,-0.145433
5524,0.95,4.273684,0.475,-0.145119
5525,0.95,4.193745,0.0,-0.144732
5526,0.95,0.0,5.55,-0.146922
5527,0.95,0.798782,5.480116,-0.146903
5528,0.95,1.573293,5.272586,-0.146886
5529,0.95,2.3,4.933717,-0.146855
5530,0.95,2.956823,4.473804,-0.146813
5531,0.95,3.523804,3.906823,-0.146735
5532,0.95,3.983717,3.25,-0.146637
5533,0.95,4.322586,2.523293,-0.146493
5534,0.95,4.530116,1.748782,-0.146306
5535,0.95,4.6,0.95,-0.14607
5536,0.95,4.57541,0.475,-0.145886
5537,0.95,4.500833,0.0,-0.145663
5538,0.95,0.0,5.95,-0.146997
5539,0.95,0.868241,5.874039,-0.147007
5540,0.95,1.710101,5.648463,-0.146996
5541,0.95,2.5,5.280127,-0.146983
5542,0.95,3.213938,4.780222,-0.14695
5543,0.95,3.830222,4.163938,-0.146904
5544,0.95,4.330127,3.45,-0.146859
5545,0.95,4.698463,2.660101,-0.146786
5546,0.95,4.924039,1.818241,-0.146691
5547,0.95,5.0,0.95,-0.14657
5548,0.95,4.977386,0.475,-0.146478
5549,0.95,4.90892,0.0,-0.146366
5550,0.95,0.0,6.45,-0.147027
5551,0.95,0.955065,6.366443,-0.147035
5552,0.95,1.881111,6.118309,-0.147022
5553,0.95,2.75,5.71314,-0.147021
5554,0.95,3.535332,5.163244,-0.147021
5555,0.95,4.213244,4.485332,-0.146989
5556,0.95,4.76314,3.7,-0.146969
5557,0.95,5.168309,2.831111,-0.146941
5558,0.95,5.416443,1.905065,-0.146908
5559,0.95,5.5,0.95,-0.146851
5560,0.95,5.417333,0.0,-0.146781
5561,1.0,0.0,3.0,-0.151676
5562,1.0,0.347296,2.969616,-0.151515
5563,1.0,0.68404,2.879385,-0.15099
5564,1.0,1.0,2.732051,-0.150074
5565,1.0,1.285575,2.532089,-0.148651
5566,1.0,1.532089,2.285575,-0.146557
5567,1.0,1.879385,1.68404,-0.139572
5568,1.0,1.969616,1.347296,-0.133779
5569,1.0,1.972027,0.666667,-0.114479
5570,1.0,1.885618,0.333333,-0.098559
5571,1.0,0.0,3.15,-0.147735
5572,1.0,0.373344,3.117337,-0.147592
5573,1.0,0.735343,3.020339,-0.14705
5574,1.0,1.075,2.861955,-0.146217
5575,1.0,1.381993,2.646996,-0.144971
5576,1.0,1.646996,2.381993,-0.143175
5577,1.0,1.861955,2.075,-0.140567
5578,1.0,2.020339,1.735343,-0.136839
5579,1.0,2.117337,1.373344,-0.131547
5580,1.0,2.15,1.0,-0.124015
5581,1.0,2.124003,0.666667,-0.114692
5582,1.0,2.044029,0.333333,-0.101804
5583,1.0,1.903287,0.0,-0.086537
5584,1.0,0.0,3.3,-0.144321
5585,1.0,0.399391,3.265058,-0.144159
5586,1.0,0.786646,3.161293,-0.143723
5587,1.0,1.15,2.991858,-0.14302
5588,1.0,1.478412,2.761902,-0.141906
5589,1.0,1.761902,2.478412,-0.140344
5590,1.0,1.991858,2.15,-0.138043
5591,1.0,2.161293,1.786646,-0.134796
5592,1.0,2.265058,1.399391,-0.130134
5593,1.0,2.3,1.0,-0.123546
5594,1.0,2.275717,0.666667,-0.116101
5595,1.0,2.201262,0.333333,-0.106433
5596,1.0,2.071232,0.0,-0.096015
5597,1.0,0.0,3.45,-0.141709
5598,1.0,0.425438,3.412779,-0.141569
5599,1.0,0.837949,3.302247,-0.141233
5600,1.0,1.225,3.121762,-0.140591
5601,1.0,1.57483,2.876809,-0.139633
5602,1.0,1.876809,2.57483,-0.138293
5603,1.0,2.121762,2.225,-0.136336
5604,1.0,2.302247,1.837949,-0.133547
5605,1.0,2.412779,1.425438,-0.129564
5606,1.0,2.45,1.0,-0.123982
5607,1.0,2.427218,0.666667,-0.118236
5608,1.0,2.357553,0.333333,-0.111152
5609,1.0,2.236627,0.0,-0.103725
5610,1.0,0.0,3.6,-0.139879
5611,1.0,0.451485,3.5605,-0.139786
5612,1.0,0.889252,3.443201,-0.139417
5613,1.0,1.3,3.251666,-0.138918
5614,1.0,1.671248,2.991716,-0.138112
5615,1.0,1.991716,2.671248,-0.136954
5616,1.0,2.251666,2.3,-0.135322
5617,1.0,2.443201,1.889252,-0.132979
5618,1.0,2.5605,1.451485,-0.129652
5619,1.0,2.6,1.0,-0.125032
5620,1.0,2.578544,0.666667,-0.120654
5621,1.0,2.513077,0.333333,-0.115439
5622,1.0,2.4,0.0,-0.110043
5623,1.0,0.0,3.8,-0.138395
5624,1.0,0.486215,3.757462,-0.138285
5625,1.0,0.957656,3.631139,-0.138009
5626,1.0,1.4,3.424871,-0.137598
5627,1.0,1.799805,3.144924,-0.136967
5628,1.0,2.144924,2.799805,-0.136071
5629,1.0,2.424871,2.4,-0.134782
5630,1.0,2.631139,1.957656,-0.132977
5631,1.0,2.757462,1.486215,-0.130433
5632,1.0,2.8,1.0,-0.126908
5633,1.0,2.780088,0.666667,-0.123893
5634,1.0,2.719477,0.333333,-0.120366
5635,1.0,2.615339,0.0,-0.116699
5636,1.0,0.0,4.0,-0.137708
5637,1.0,0.520945,3.954423,-0.137621
5638,1.0,1.02606,3.819078,-0.137366
5639,1.0,1.5,3.598076,-0.137082
5640,1.0,1.928363,3.298133,-0.136576
5641,1.0,2.298133,2.928363,-0.13588
5642,1.0,2.598076,2.5,-0.134894
5643,1.0,2.819078,2.02606,-0.133504
5644,1.0,2.954423,1.520945,-0.131556
5645,1.0,3.0,1.0,-0.128903
5646,1.0,2.95804,0.5,-0.125632
5647,1.0,2.828427,0.0,-0.121833
5648,1.0,0.0,4.2,-0.137423
5649,1.0,0.555674,4.151385,-0.137373
5650,1.0,1.094464,4.007016,-0.137246
5651,1.0,1.6,3.771281,-0.136975
5652,1.0,2.05692,3.451342,-0.136612
5653,1.0,2.451342,3.05692,-0.136069
5654,1.0,2.771281,2.6,-0.135305
5655,1.0,3.007016,2.094464,-0.134259
5656,1.0,3.151385,1.555674,-0.132777
5657,1.0,3.2,1.0,-0.130788
5658,1.0,3.160696,0.5,-0.128503
5659,1.0,3.039737,0.0,-0.125813
5660,1.0,0.0,4.4,-0.13745
5661,1.0,0.590404,4.348346,-0.137408
5662,1.0,1.162868,4.194955,-0.137313
