,Ahalf,Y,Z,E
1366,0.16,0.0,0.76,1.854943
1367,0.16,0.194921,0.727456,1.860285
1368,0.16,0.366603,0.634976,1.877369
1369,0.16,0.496653,0.496653,1.909433
1370,0.16,0.574851,0.33189,1.962014
1371,0.16,0.6,0.160769,2.042926
1372,0.16,0.578273,0.0,2.161772
1373,0.16,0.0,0.96,1.5668
1374,0.16,0.246778,0.920987,1.569114
1375,0.16,0.467277,0.809348,1.57651
1376,0.16,0.64,0.64,1.590379
1377,0.16,0.751631,0.433954,1.613103
1378,0.16,0.798184,0.213873,1.647993
1379,0.16,0.783837,0.0,1.698911
1380,0.16,0.0,1.16,1.438072
1381,0.16,0.298597,1.114379,1.439107
1382,0.16,0.567679,0.98325,1.44241
1383,0.16,0.782567,0.782567,1.448599
1384,0.16,0.926953,0.535177,1.458764
1385,0.16,0.99432,0.266427,1.474457
1386,0.16,0.987117,0.0,1.497471
1387,0.16,0.0,1.36,1.38185
1388,0.16,0.350398,1.307703,1.382288
1389,0.16,0.667947,1.156919,1.383674
1390,0.16,0.924748,0.924748,1.386257
1391,0.16,1.101561,0.635987,1.390517
1392,0.16,1.189458,0.318714,1.397195
1393,0.16,1.189285,0.0,1.407207
1394,0.16,0.0,1.56,1.361777
1395,0.16,0.402188,1.500986,1.36192
1396,0.16,0.768138,1.330454,1.362359
1397,0.16,1.066712,1.066712,1.363148
1398,0.16,1.275765,0.736563,1.364447
1399,0.16,1.384031,0.37085,1.366583
1400,0.16,1.390827,0.0,1.370045
1401,0.16,0.0,1.91,1.36678
1402,0.16,0.492806,1.839179,1.366733
1403,0.16,0.943367,1.63396,1.366547
1404,0.16,1.314848,1.314848,1.366108
1405,0.16,1.580068,0.912253,1.365297
1406,0.16,1.723766,0.461882,1.364084
1407,0.16,1.74267,0.0,1.362611
1408,0.3,0.0,0.9,0.793769
1409,0.3,0.519615,0.0,1.189327
1410,0.7,0.0,3.0,-0.162338
1411,0.7,0.520945,2.954423,-0.162246
1412,0.7,1.02606,2.819078,-0.16205
1413,0.7,1.5,2.598076,-0.161763
1414,0.7,1.928363,2.298133,-0.161388
1415,0.7,2.298133,1.928363,-0.161021
1416,0.7,2.598076,1.5,-0.160693
1417,0.7,2.819078,1.02606,-0.160455
1418,0.7,2.954423,0.520945,-0.160299
1419,0.7,3.0,0.0,-0.160247
1420,0.7,0.0,3.5,-0.168037
1421,0.7,0.607769,3.446827,-0.168005
1422,0.7,1.197071,3.288924,-0.167977
1423,0.7,1.75,3.031089,-0.16792
1424,0.7,2.249757,2.681156,-0.167841
1425,0.7,2.681156,2.249757,-0.167784
1426,0.7,3.031089,1.75,-0.167743
1427,0.7,3.288924,1.197071,-0.167723
1428,0.7,3.446827,0.607769,-0.167704
1429,0.7,3.5,0.0,-0.167703
1430,0.7,0.0,4.0,-0.171493
1431,0.7,0.694593,3.939231,-0.171494
1432,0.7,1.368081,3.75877,-0.171501
1433,0.7,2.0,3.464102,-0.171474
1434,0.7,2.57115,3.064178,-0.171467
1435,0.7,3.064178,2.57115,-0.171483
1436,0.7,3.464102,2.0,-0.171487
1437,0.7,3.75877,1.368081,-0.171499
1438,0.7,3.939231,0.694593,-0.171501
1439,0.7,4.0,0.0,-0.171502
1440,0.7,0.0,4.5,-0.173316
1441,0.7,0.781417,4.431635,-0.173314
1442,0.7,1.539091,4.228617,-0.173321
1443,0.7,2.25,3.897114,-0.173305
1444,0.7,2.892544,3.4472,-0.173308
1445,0.7,3.4472,2.892544,-0.173302
1446,0.7,3.897114,2.25,-0.173301
1447,0.7,4.228617,1.539091,-0.17331
1448,0.7,4.431635,0.781417,-0.173313
1449,0.7,4.5,0.0,-0.173317
1450,0.7,0.0,5.0,-0.17415
1451,0.7,0.868241,4.924039,-0.174152
1452,0.7,1.710101,4.698463,-0.174142
1453,0.7,2.5,4.330127,-0.174131
1454,0.7,3.213938,3.830222,-0.17413
1455,0.7,3.830222,3.213938,-0.174118
1456,0.7,4.330127,2.5,-0.174112
1457,0.7,4.698463,1.710101,-0.174105
1458,0.7,4.924039,0.868241,-0.174116
1459,0.7,5.0,0.0,-0.17412
1460,0.7,0.0,5.5,-0.174475
1461,0.7,0.955065,5.416443,-0.174477
1462,0.7,1.881111,5.168309,-0.174477
1463,0.7,2.75,4.76314,-0.174457
1464,0.7,3.535332,4.213244,-0.174451
1465,0.7,4.213244,3.535332,-0.174441
1466,0.7,4.76314,2.75,-0.17443
1467,0.7,5.168309,1.881111,-0.174428
1468,0.7,5.416443,0.955065,-0.174425
1469,0.7,5.5,0.0,-0.174429
1470,0.5,0.0,3.0,-0.109139
1471,0.5,0.520945,2.954423,-0.109146
1472,0.5,1.02606,2.819078,-0.109215
1473,0.5,1.5,2.598076,-0.109351
1474,0.5,1.928363,2.298133,-0.109508
1475,0.5,2.298133,1.928363,-0.109661
1476,0.5,2.598076,1.5,-0.10982
1477,0.5,2.819078,1.02606,-0.109937
1478,0.5,2.954423,0.520945,-0.110026
1479,0.5,3.0,0.0,-0.110051
1480,0.5,0.0,3.5,-0.117513
1481,0.5,0.607769,3.446827,-0.117519
1482,0.5,1.197071,3.288924,-0.117572
1483,0.5,1.75,3.031089,-0.117597
1484,0.5,2.249757,2.681156,-0.11767
1485,0.5,2.681156,2.249757,-0.117758
1486,0.5,3.031089,1.75,-0.117831
1487,0.5,3.288924,1.197071,-0.117893
1488,0.5,3.446827,0.607769,-0.117938
1489,0.5,3.5,0.0,-0.117945
1490,0.5,0.0,4.0,-0.121616
1491,0.5,0.694593,3.939231,-0.12162
1492,0.5,1.368081,3.75877,-0.121609
1493,0.5,2.0,3.464102,-0.121631
1494,0.5,2.57115,3.064178,-0.121661
1495,0.5,3.064178,2.57115,-0.121697
1496,0.5,3.464102,2.0,-0.121711
1497,0.5,3.75877,1.368081,-0.121738
1498,0.5,3.939231,0.694593,-0.121755
1499,0.5,4.0,0.0,-0.121761
1500,0.5,0.0,4.5,-0.123499
1501,0.5,0.781417,4.431635,-0.123498
1502,0.5,1.539091,4.228617,-0.123441
1503,0.5,2.25,3.897114,-0.123447
1504,0.5,2.892544,3.4472,-0.123454
1505,0.5,3.4472,2.892544,-0.123454
1506,0.5,3.897114,2.25,-0.123469
1507,0.5,4.228617,1.539091,-0.123473
1508,0.5,4.431635,0.781417,-0.123481
1509,0.5,4.5,0.0,-0.123484
1510,0.5,0.0,5.0,-0.124209
1511,0.5,0.868241,4.924039,-0.12421
1512,0.5,1.710101,4.698463,-0.124209
1513,0.5,2.5,4.330127,-0.124201
1514,0.5,3.213938,3.830222,-0.124201
1515,0.5,3.830222,3.213938,-0.124192
1516,0.5,4.330127,2.5,-0.124196
1517,0.5,4.698463,1.710101,-0.124194
1518,0.5,4.924039,0.868241,-0.124191
1519,0.5,5.0,0.0,-0.124194
1520,0.5,0.0,5.5,-0.124495
1521,0.5,0.955065,5.416443,-0.124493
1522,0.5,1.881111,5.168309,-0.124481
1523,0.5,2.75,4.76314,-0.124483
1524,0.5,3.535332,4.213244,-0.124478
1525,0.5,4.213244,3.535332,-0.124465
1526,0.5,4.76314,2.75,-0.124462
1527,0.5,5.168309,1.881111,-0.124459
1528,0.5,5.416443,0.955065,-0.12446
1529,0.5,5.5,0.0,-0.124457
1530,0.9,0.0,3.0,-0.155985
1531,0.9,0.520945,2.954423,-0.155408
1532,0.9,1.02606,2.819078,-0.153853
1533,0.9,1.5,2.598076,-0.151557
1534,0.9,1.928363,2.298133,-0.148965
1535,0.9,2.298133,1.928363,-0.146428
1536,0.9,2.598076,1.5,-0.144328
1537,0.9,2.819078,1.02606,-0.142816
1538,0.9,2.954423,0.520945,-0.141884
1539,0.9,3.0,0.0,-0.141585
1540,0.9,0.0,3.5,-0.152874
1541,0.9,0.607769,3.446827,-0.152653
1542,0.9,1.197071,3.288924,-0.152053
1543,0.9,1.75,3.031089,-0.151261
1544,0.9,2.249757,2.681156,-0.150425
1545,0.9,2.681156,2.249757,-0.149691
1546,0.9,3.031089,1.75,-0.149112
1547,0.9,3.288924,1.197071,-0.148733
1548,0.9,3.446827,0.607769,-0.14851
1549,0.9,3.5,0.0,-0.14843
1550,0.9,0.0,4.0,-0.153136
1551,0.9,0.694593,3.939231,-0.153056
1552,0.9,1.368081,3.75877,-0.152916
1553,0.9,2.0,3.464102,-0.152703
1554,0.9,2.57115,3.064178,-0.152505
1555,0.9,3.064178,2.57115,-0.15232
1556,0.9,3.464102,2.0,-0.152194
1557,0.9,3.75877,1.368081,-0.152118
1558,0.9,3.939231,0.694593,-0.152078
1559,0.9,4.0,0.0,-0.152044
1560,0.9,0.0,4.5,-0.154108
1561,0.9,0.781417,4.431635,-0.154089
1562,0.9,1.539091,4.228617,-0.154053
1563,0.9,2.25,3.897114,-0.154011
1564,0.9,2.892544,3.4472,-0.153938
1565,0.9,3.4472,2.892544,-0.153897
1566,0.9,3.897114,2.25,-0.153862
1567,0.9,4.228617,1.539091,-0.153853
1568,0.9,4.431635,0.781417,-0.153855
1569,0.9,4.5,0.0,-0.153847
1570,0.9,0.0,5.0,-0.154786
1571,0.9,0.868241,4.924039,-0.154773
1572,0.9,1.710101,4.698463,-0.15476
1573,0.9,2.5,4.330127,-0.154738
1574,0.9,3.213938,3.830222,-0.154721
1575,0.9,3.830222,3.213938,-0.154693
1576,0.9,4.330127,2.5,-0.154675
1577,0.9,4.698463,1.710101,-0.154672
1578,0.9,4.924039,0.868241,-0.154681
1579,0.9,5.0,0.0,-0.154678
1580,0.9,0.0,5.5,-0.15511
1581,0.9,0.955065,5.416443,-0.155108
1582,0.9,1.881111,5.168309,-0.155098
1583,0.9,2.75,4.76314,-0.155084
1584,0.9,3.535332,4.213244,-0.155064
1585,0.9,4.213244,3.535332,-0.155041
1586,0.9,4.76314,2.75,-0.155021
1587,0.9,5.168309,1.881111,-0.155031
1588,0.9,5.416443,0.955065,-0.155024
1589,0.9,5.5,0.0,-0.155022
1590,0.4,0.0,3.0,-0.004729
1591,0.4,0.520945,2.954423,-0.004744
1592,0.4,1.02606,2.819078,-0.004837
1593,0.4,1.5,2.598076,-0.004958
1594,0.4,1.928363,2.298133,-0.005133
1595,0.4,2.298133,1.928363,-0.005299
1596,0.4,2.598076,1.5,-0.005449
1597,0.4,2.819078,1.02606,-0.005591
1598,0.4,2.954423,0.520945,-0.00568
1599,0.4,3.0,0.0,-0.005713
1600,0.4,0.0,3.5,-0.013292
1601,0.4,0.607769,3.446827,-0.013297
1602,0.4,1.197071,3.288924,-0.013344
1603,0.4,1.75,3.031089,-0.013367
1604,0.4,2.249757,2.681156,-0.013457
1605,0.4,2.681156,2.249757,-0.013518
1606,0.4,3.031089,1.75,-0.013589
1607,0.4,3.288924,1.197071,-0.013637
1608,0.4,3.446827,0.607769,-0.013666
1609,0.4,3.5,0.0,-0.013671
1610,0.4,0.0,4.0,-0.017317
1611,0.4,0.694593,3.939231,-0.017328
1612,0.4,1.368081,3.75877,-0.017306
1613,0.4,2.0,3.464102,-0.017325
1614,0.4,2.57115,3.064178,-0.017348
1615,0.4,3.064178,2.57115,-0.017373
1616,0.4,3.464102,2.0,-0.017387
1617,0.4,3.75877,1.368081,-0.017401
1618,0.4,3.939231,0.694593,-0.017414
1619,0.4,4.0,0.0,-0.017415
1620,0.4,0.0,4.5,-0.019072
1621,0.4,0.781417,4.431635,-0.019076
1622,0.4,1.539091,4.228617,-0.019035
1623,0.4,2.25,3.897114,-0.019044
1624,0.4,2.892544,3.4472,-0.019044
1625,0.4,3.4472,2.892544,-0.019053
1626,0.4,3.897114,2.25,-0.019054
1627,0.4,4.228617,1.539091,-0.019056
1628,0.4,4.431635,0.781417,-0.01906
1629,0.4,4.5,0.0,-0.01906
1630,0.4,0.0,5.0,-0.019737
1631,0.4,0.868241,4.924039,-0.019738
1632,0.4,1.710101,4.698463,-0.019728
1633,0.4,2.5,4.330127,-0.019726
1634,0.4,3.213938,3.830222,-0.019729
1635,0.4,3.830222,3.213938,-0.019723
1636,0.4,4.330127,2.5,-0.019719
1637,0.4,4.698463,1.710101,-0.019716
1638,0.4,4.924039,0.868241,-0.019717
1639,0.4,5.0,0.0,-0.01972
1640,0.4,0.0,5.5,-0.019991
1641,0.4,0.955065,5.416443,-0.019988
1642,0.4,1.881111,5.168309,-0.019979
1643,0.4,2.75,4.76314,-0.019972
1644,0.4,3.535332,4.213244,-0.019966
1645,0.4,4.213244,3.535332,-0.01996
1646,0.4,4.76314,2.75,-0.019957
1647,0.4,5.168309,1.881111,-0.019957
1648,0.4,5.416443,0.955065,-0.019957
1649,0.4,5.5,0.0,-0.019956
1650,0.6,0.0,3.0,-0.150397
1651,0.6,0.520945,2.954423,-0.150385
1652,0.6,1.02606,2.819078,-0.150397
1653,0.6,1.5,2.598076,-0.15041
1654,0.6,1.928363,2.298133,-0.150437
1655,0.6,2.298133,1.928363,-0.150438
1656,0.6,2.598076,1.5,-0.150462
1657,0.6,2.819078,1.02606,-0.150486
1658,0.6,2.954423,0.520945,-0.150492
1659,0.6,3.0,0.0,-0.150493
1660,0.6,0.0,3.5,-0.157949
1661,0.6,0.607769,3.446827,-0.15795
1662,0.6,1.197071,3.288924,-0.157982
1663,0.6,1.75,3.031089,-0.15798
1664,0.6,2.249757,2.681156,-0.158036
1665,0.6,2.681156,2.249757,-0.158083
1666,0.6,3.031089,1.75,-0.158127
1667,0.6,3.288924,1.197071,-0.15817
1668,0.6,3.446827,0.607769,-0.158203
1669,0.6,3.5,0.0,-0.158207
1670,0.6,0.0,4.0,-0.161918
1671,0.6,0.694593,3.939231,-0.161925
1672,0.6,1.368081,3.75877,-0.1619
1673,0.6,2.0,3.464102,-0.161917
1674,0.6,2.57115,3.064178,-0.161949
1675,0.6,3.064178,2.57115,-0.161985
1676,0.6,3.464102,2.0,-0.162003
1677,0.6,3.75877,1.368081,-0.16203
1678,0.6,3.939231,0.694593,-0.162047
1679,0.6,4.0,0.0,-0.162047
1680,0.6,0.0,4.5,-0.163847
1681,0.6,0.781417,4.431635,-0.163796
1682,0.6,1.539091,4.228617,-0.163786
1683,0.6,2.25,3.897114,-0.163793
1684,0.6,2.892544,3.4472,-0.163795
1685,0.6,3.4472,2.892544,-0.163798
1686,0.6,3.897114,2.25,-0.163799
1687,0.6,4.228617,1.539091,-0.163816
1688,0.6,4.431635,0.781417,-0.163821
1689,0.6,4.5,0.0,-0.163826
1690,0.6,0.0,5.0,-0.164613
1691,0.6,0.868241,4.924039,-0.164603
1692,0.6,1.710101,4.698463,-0.1646
1693,0.6,2.5,4.330127,-0.164597
1694,0.6,3.213938,3.830222,-0.164586
1695,0.6,3.830222,3.213938,-0.164582
1696,0.6,4.330127,2.5,-0.164578
1697,0.6,4.698463,1.710101,-0.164575
1698,0.6,4.924039,0.868241,-0.164579
1699,0.6,5.0,0.0,-0.164583
1700,0.6,0.0,5.5,-0.164908
1701,0.6,0.955065,5.416443,-0.164901
1702,0.6,1.881111,5.168309,-0.164912
1703,0.6,2.75,4.76314,-0.164895
1704,0.6,3.535332,4.213244,-0.16489
1705,0.6,4.213244,3.535332,-0.164879
1706,0.6,4.76314,2.75,-0.164873
1707,0.6,5.168309,1.881111,-0.16487
1708,0.6,5.416443,0.955065,-0.164868
1709,0.6,5.5,0.0,-0.164864
1710,0.8,0.0,3.0,-0.161255
1711,0.8,0.520945,2.954423,-0.160995
1712,0.8,1.02606,2.819078,-0.160255
1713,0.8,1.5,2.598076,-0.15925
1714,0.8,1.928363,2.298133,-0.1581
1715,0.8,2.298133,1.928363,-0.156956
1716,0.8,2.598076,1.5,-0.156011
1717,0.8,2.819078,1.02606,-0.155295
1718,0.8,2.954423,0.520945,-0.154846
1719,0.8,3.0,0.0,-0.154695
1720,0.8,0.0,3.5,-0.16357
1721,0.8,0.607769,3.446827,-0.163464
1722,0.8,1.197071,3.288924,-0.163237
1723,0.8,1.75,3.031089,-0.162964
1724,0.8,2.249757,2.681156,-0.162639
1725,0.8,2.681156,2.249757,-0.162358
1726,0.8,3.031089,1.75,-0.162131
1727,0.8,3.288924,1.197071,-0.161971
1728,0.8,3.446827,0.607769,-0.161882
1729,0.8,3.5,0.0,-0.16184
1730,0.8,0.0,4.0,-0.165907
1731,0.8,0.694593,3.939231,-0.165877
1732,0.8,1.368081,3.75877,-0.165853
1733,0.8,2.0,3.464102,-0.165766
1734,0.8,2.57115,3.064178,-0.1657
1735,0.8,3.064178,2.57115,-0.165645
1736,0.8,3.464102,2.0,-0.165604
1737,0.8,3.75877,1.368081,-0.165582
1738,0.8,3.939231,0.694593,-0.165575
1739,0.8,4.0,0.0,-0.16557
1740,0.8,0.0,4.5,-0.167467
1741,0.8,0.781417,4.431635,-0.167464
1742,0.8,1.539091,4.228617,-0.167447
1743,0.8,2.25,3.897114,-0.167443
1744,0.8,2.892544,3.4472,-0.16741
1745,0.8,3.4472,2.892544,-0.167398
1746,0.8,3.897114,2.25,-0.167387
1747,0.8,4.228617,1.539091,-0.16738
1748,0.8,4.431635,0.781417,-0.167379
1749,0.8,4.5,0.0,-0.167382
1750,0.8,0.0,5.0,-0.168267
1751,0.8,0.868241,4.924039,-0.168275
1752,0.8,1.710101,4.698463,-0.16826
1753,0.8,2.5,4.330127,-0.168249
1754,0.8,3.213938,3.830222,-0.168235
1755,0.8,3.830222,3.213938,-0.168227
1756,0.8,4.330127,2.5,-0.16821
1757,0.8,4.698463,1.710101,-0.168207
1758,0.8,4.924039,0.868241,-0.168207
1759,0.8,5.0,0.0,-0.168206
1760,0.8,0.0,5.5,-0.168608
1761,0.8,0.955065,5.416443,-0.168606
1762,0.8,1.881111,5.168309,-0.168592
1763,0.8,2.75,4.76314,-0.168585
1764,0.8,3.535332,4.213244,-0.168568
1765,0.8,4.213244,3.535332,-0.168557
1766,0.8,4.76314,2.75,-0.168547
1767,0.8,5.168309,1.881111,-0.168547
1768,0.8,5.416443,0.955065,-0.168537
1769,0.8,5.5,0.0,-0.168537
1770,0.975,0.0,3.075,-0.150811
1771,0.987194,0.554088,3.012777,-0.149568
1772,1.02255,1.053604,2.839118,-0.145981
1773,1.05,1.5,2.598076,-0.140502
1774,1.05,1.928363,2.298133,-0.134156
1775,1.05,2.298133,1.928363,-0.127968
1776,1.05,2.598076,1.5,-0.122812
1777,1.05,2.819078,1.02606,-0.119142
1778,1.05,2.954423,0.520945,-0.117009
1779,1.05,3.0,0.0,-0.116317
1780,1.05,0.0,3.5,-0.135806
1781,1.05,0.607769,3.446827,-0.135126
1782,1.05,1.197071,3.288924,-0.133294
1783,1.05,1.75,3.031089,-0.130811
1784,1.05,2.249757,2.681156,-0.128283
1785,1.05,2.681156,2.249757,-0.126122
1786,1.05,3.031089,1.75,-0.124513
1787,1.05,3.288924,1.197071,-0.123484
1788,1.05,3.446827,0.607769,-0.122908
1789,1.05,3.5,0.0,-0.122714
1790,1.05,0.0,4.0,-0.129867
1791,1.05,0.694593,3.939231,-0.129643
1792,1.05,1.368081,3.75877,-0.129071
1793,1.05,2.0,3.464102,-0.128339
1794,1.05,2.57115,3.064178,-0.127614
1795,1.05,3.064178,2.57115,-0.127023
1796,1.05,3.464102,2.0,-0.126607
1797,1.05,3.75877,1.368081,-0.126366
1798,1.05,3.939231,0.694593,-0.126225
1799,1.05,4.0,0.0,-0.126179
1800,1.05,0.0,4.5,-0.128847
1801,1.05,0.781417,4.431635,-0.128791
1802,1.05,1.539091,4.228617,-0.12864
1803,1.05,2.25,3.897114,-0.128456
1804,1.05,2.892544,3.4472,-0.128273
1805,1.05,3.4472,2.892544,-0.128122
1806,1.05,3.897114,2.25,-0.128022
1807,1.05,4.228617,1.539091,-0.127975
1808,1.05,4.431635,0.781417,-0.127949
1809,1.05,4.5,0.0,-0.127931
1810,1.05,0.0,5.0,-0.129011
1811,1.05,0.868241,4.924039,-0.128998
1812,1.05,1.710101,4.698463,-0.128952
1813,1.05,2.5,4.330127,-0.128911
1814,1.05,3.213938,3.830222,-0.128854
1815,1.05,3.830222,3.213938,-0.128808
1816,1.05,4.330127,2.5,-0.128778
1817,1.05,4.698463,1.710101,-0.128752
1818,1.05,4.924039,0.868241,-0.128756
1819,1.05,5.0,0.0,-0.128755
1820,1.05,0.0,5.5,-0.12923
1821,1.05,0.955065,5.416443,-0.12922
1822,1.05,1.881111,5.168309,-0.129208
1823,1.05,2.75,4.76314,-0.129196
1824,1.05,3.535332,4.213244,-0.129165
1825,1.05,4.213244,3.535332,-0.129137
1826,1.05,4.76314,2.75,-0.12912
1827,1.05,5.168309,1.881111,-0.129113
1828,1.05,5.416443,0.955065,-0.129114
1829,1.05,5.5,0.0,-0.129115
1830,0.9125,0.0,3.2625,-0.152647
1831,0.927056,0.660273,3.182391,-0.150786
1832,0.968993,1.244199,2.9626,-0.145268
1833,1.033821,1.70484,2.651233,-0.136675
1834,1.115797,2.03068,2.298522,-0.126143
1835,1.175,2.298133,1.928363,-0.115478
1836,1.175,2.598076,1.5,-0.106289
1837,1.175,2.819078,1.02606,-0.099614
1838,1.175,2.954423,0.520945,-0.095706
1839,1.175,3.0,0.0,-0.09444
1840,1.1625,0.0,3.5125,-0.127298
1841,1.175,0.607769,3.446827,-0.125937
1842,1.175,1.197071,3.288924,-0.122205
1843,1.175,1.75,3.031089,-0.117029
1844,1.175,2.249757,2.681156,-0.111683
1845,1.175,2.681156,2.249757,-0.107185
1846,1.175,3.031089,1.75,-0.103921
1847,1.175,3.288924,1.197071,-0.101901
1848,1.175,3.446827,0.607769,-0.10083
1849,1.175,3.5,0.0,-0.100509
1850,1.175,0.0,4.0,-0.112386
1851,1.175,0.694593,3.939231,-0.111854
1852,1.175,1.368081,3.75877,-0.110435
1853,1.175,2.0,3.464102,-0.108622
1854,1.175,2.57115,3.064178,-0.106903
1855,1.175,3.064178,2.57115,-0.105562
1856,1.175,3.464102,2.0,-0.104695
1857,1.175,3.75877,1.368081,-0.104189
1858,1.175,3.939231,0.694593,-0.103927
1859,1.175,4.0,0.0,-0.103838
1860,1.175,0.0,4.5,-0.107755
1861,1.175,0.781417,4.431635,-0.107596
1862,1.175,1.539091,4.228617,-0.107233
1863,1.175,2.25,3.897114,-0.10675
1864,1.175,2.892544,3.4472,-0.106297
1865,1.175,3.4472,2.892544,-0.105962
1866,1.175,3.897114,2.25,-0.10575
1867,1.175,4.228617,1.539091,-0.105633
1868,1.175,4.431635,0.781417,-0.105571
1869,1.175,4.5,0.0,-0.105547
1870,1.175,0.0,5.0,-0.106917
1871,1.175,0.868241,4.924039,-0.106878
1872,1.175,1.710101,4.698463,-0.106789
1873,1.175,2.5,4.330127,-0.106668
1874,1.175,3.213938,3.830222,-0.106553
1875,1.175,3.830222,3.213938,-0.106467
1876,1.175,4.330127,2.5,-0.106416
1877,1.175,4.698463,1.710101,-0.106386
1878,1.175,4.924039,0.868241,-0.106369
1879,1.175,5.0,0.0,-0.106357
1880,1.175,0.0,5.5,-0.106897
1881,1.175,0.955065,5.416443,-0.106883
1882,1.175,1.881111,5.168309,-0.106857
1883,1.175,2.75,4.76314,-0.106811
1884,1.175,3.535332,4.213244,-0.106786
1885,1.175,4.213244,3.535332,-0.106763
1886,1.175,4.76314,2.75,-0.106745
1887,1.175,5.168309,1.881111,-0.10673
1888,1.175,5.416443,0.955065,-0.106728
1889,1.175,5.5,0.0,-0.106721
1890,0.85,0.0,3.45,-0.158543
1891,0.867251,0.780891,3.347213,-0.156346
1892,0.916569,1.455294,3.071127,-0.149499
1893,0.991842,1.966039,2.693221,-0.138186
1894,1.085686,2.309022,2.28085,-0.123567
1895,1.191245,2.507942,1.876974,-0.108018
1896,1.3,2.598076,1.5,-0.093881
1897,1.3,2.819078,1.02606,-0.082965
1898,1.3,2.954423,0.520945,-0.076222
1899,1.3,3.0,0.0,-0.073974
1900,1.1,0.0,3.7,-0.126636
1901,1.1156,0.708229,3.617281,-0.124403
1902,1.160689,1.340748,3.388332,-0.118256
1903,1.230769,1.848438,3.059232,-0.109493
1904,1.3,2.249757,2.681156,-0.100051
1905,1.3,2.681156,2.249757,-0.091801
1906,1.3,3.031089,1.75,-0.08581
1907,1.3,3.288924,1.197071,-0.082145
1908,1.3,3.446827,0.607769,-0.08029
1909,1.3,3.5,0.0,-0.079743
1910,1.3,0.0,4.0,-0.10081
1911,1.3,0.694593,3.939231,-0.09966
1912,1.3,1.368081,3.75877,-0.096614
1913,1.3,2.0,3.464102,-0.092687
1914,1.3,2.57115,3.064178,-0.088997
1915,1.3,3.064178,2.57115,-0.086224
1916,1.3,3.464102,2.0,-0.08447
1917,1.3,3.75877,1.368081,-0.083525
1918,1.3,3.939231,0.694593,-0.083067
1919,1.3,4.0,0.0,-0.082917
1920,1.3,0.0,4.5,-0.089544
1921,1.3,0.781417,4.431635,-0.089181
1922,1.3,1.539091,4.228617,-0.088255
1923,1.3,2.25,3.897114,-0.087115
1924,1.3,2.892544,3.4472,-0.086101
1925,1.3,3.4472,2.892544,-0.085373
1926,1.3,3.897114,2.25,-0.084957
1927,1.3,4.228617,1.539091,-0.084724
1928,1.3,4.431635,0.781417,-0.084622
1929,1.3,4.5,0.0,-0.084587
1930,1.3,0.0,5.0,-0.086574
1931,1.3,0.868241,4.924039,-0.08648
1932,1.3,1.710101,4.698463,-0.086269
1933,1.3,2.5,4.330127,-0.085971
1934,1.3,3.213938,3.830222,-0.085741
1935,1.3,3.830222,3.213938,-0.085568
1936,1.3,4.330127,2.5,-0.085467
1937,1.3,4.698463,1.710101,-0.085421
1938,1.3,4.924039,0.868241,-0.085399
1939,1.3,5.0,0.0,-0.085386
1940,1.3,0.0,5.5,-0.086019
1941,1.3,0.955065,5.416443,-0.085996
1942,1.3,1.881111,5.168309,-0.085959
1943,1.3,2.75,4.76314,-0.085889
1944,1.3,3.535332,4.213244,-0.08584
1945,1.3,4.213244,3.535332,-0.085798
1946,1.3,4.76314,2.75,-0.085767
1947,1.3,5.168309,1.881111,-0.085761
1948,1.3,5.416443,0.955065,-0.085748
1949,1.3,5.5,0.0,-0.08574
1950,0.3,0.0,0.9,0.86926
1951,0.3,0.104189,0.890885,0.869891
1952,0.3,0.205212,0.863816,0.871699
1953,0.3,0.3,0.819615,0.874932
1954,0.3,0.385673,0.759627,0.879927
1955,0.3,0.459627,0.685673,0.887378
1956,0.3,0.519615,0.6,0.898259
1957,0.3,0.563816,0.505212,0.914195
1958,0.3,0.590885,0.404189,0.934937
1959,0.3,0.6,0.3,0.964048
1960,0.3,0.591608,0.2,1.00879
1961,0.3,0.565685,0.1,1.082054
1962,0.3,0.519615,0.0,1.21041
1963,0.3,0.0,1.0,0.704781
1964,0.3,0.121554,0.989365,0.705334
1965,0.3,0.239414,0.957785,0.706835
1966,0.3,0.35,0.906218,0.70954
1967,0.3,0.449951,0.836231,0.713673
1968,0.3,0.536231,0.749951,0.719759
1969,0.3,0.606218,0.65,0.728593
1970,0.3,0.657785,0.539414,0.741432
1971,0.3,0.689365,0.421554,0.760201
1972,0.3,0.7,0.3,0.786998
1973,0.3,0.69282,0.2,0.817446
1974,0.3,0.67082,0.1,0.862895
1975,0.3,0.632456,0.0,0.935347
1976,0.3,0.138919,1.087846,0.594428
1977,0.3,0.273616,1.051754,0.595788
1978,0.3,0.4,0.99282,0.598175
1979,0.3,0.51423,0.912836,0.601768
1980,0.3,0.612836,0.81423,0.606971
1981,0.3,0.69282,0.7,0.614338
1982,0.3,0.751754,0.573616,0.624885
1983,0.3,0.787846,0.438919,0.640106
1984,0.3,0.8,0.3,0.662534
1985,0.3,0.793725,0.2,0.685207
1986,0.3,0.774597,0.1,0.715925
1987,0.3,0.0,1.2,0.516443
1988,0.3,0.156283,1.186327,0.5169
1989,0.3,0.307818,1.145723,0.518193
1990,0.3,0.45,1.079423,0.520395
1991,0.3,0.578509,0.98944,0.523681
1992,0.3,0.68944,0.878509,0.528296
