theta r1 r2 energy dipole_x dipole_y
170.0000  0.90000  1.70000   -75.98140546    0.04534494    0.27624544
 80.0000  0.90000  1.70000   -76.05824273    0.79114674    0.10117765
160.0000  0.90000  1.70000   -75.99761983    0.15410691    0.10695072
175.0000  0.90000  1.70000   -75.97361773 -0.00070909 0.51136795
180.0000  0.90000  1.70000   -75.96747805    0.00000000    0.89876292
140.0000  0.90000  1.70000   -76.02676193 0.36581093 0.01785896
120.0000  0.90000  1.70000   -76.04825580    0.55053568    0.01362564
100.0000  0.90000  1.70000   -76.05943119    0.69531233    0.04718992
 80.0000  0.90000  1.70000   -76.05824273    0.79114680    0.10117755
 60.0000  0.90000  1.70000   -76.04294753    0.83652810    0.15812957
 40.0000  0.90000  1.70000   -76.01195845    0.85791476    0.19128558
180.0000  0.70000  0.80000   -75.99977820    0.00000000   -0.08544388
160.0000  0.70000  0.80000   -76.00675323    0.24662886   -0.07957515
140.0000  0.70000  0.80000   -76.02230188    0.45172819   -0.06524974
120.0000  0.70000  0.80000   -76.03417745    0.60396694   -0.04807876
100.0000  0.70000  0.80000   -76.02972194    0.71535818   -0.03130772
 80.0000  0.70000  0.80000   -75.99860948    0.80409049   -0.01617433
 60.0000  0.70000  0.80000   -75.92910659    0.88424775   -0.00395489
180.0000  0.70000  1.10000   -76.00281526 0.00000000    -0.40815901
160.0000  0.70000  1.10000   -76.01190759    0.27458759   -0.36693351
140.0000  0.70000  1.10000   -76.03211541    0.49306711   -0.28059761
120.0000  0.70000  1.10000   -76.04980820    0.65190061   -0.19344920
100.0000  0.70000  1.10000   -76.05354837    0.76841613   -0.11703670
 80.0000  0.70000  1.10000   -76.03536681    0.85899901   -0.05071336
 60.0000  0.70000  1.10000   -75.98870637    0.93821629    0.00393951
 40.0000  0.70000  1.10000   -75.90161639    1.01967672    0.03554778
180.0000  1.20000  1.30000   -76.02942458 0.00000000    -0.12123482
160.0000  1.20000  1.30000   -76.04668722    0.25280062   -0.07801240
140.0000  1.20000  1.30000   -76.07669179    0.46930565   -0.04001488
120.0000  1.20000  1.30000   -76.10104235    0.64896157   -0.01914918
110.0000  1.20000  1.30000   -76.10874118 0.72549677 -0.01131829
100.0000  1.20000  1.30000   -76.11273207    0.79305085   -0.00426023
 80.0000  1.20000  1.30000   -76.10809535    0.90092362    0.00833747
 60.0000  1.20000  1.30000   -76.08539560    0.97406052    0.01643127
 50.0000  1.20000  1.30000   -76.06753484 0.99601593 0.01556557
 40.0000  1.20000  1.30000   -76.04327316    0.99417046    0.00944093
180.0000  0.80000  1.50000   -75.97968419 0.00000000    -0.82783761
170.0000  0.80000  1.50000   -75.98478328 0.15517485 -0.72303363
160.0000  0.80000  1.50000   -75.99699960    0.28195770   -0.54158663
140.0000  0.80000  1.50000   -76.02614063    0.48030506   -0.30739899
120.0000  0.80000  1.50000   -76.04927056    0.64020010   -0.17996735
100.0000  0.80000  1.50000   -76.06017338    0.76454405   -0.08179690
 80.0000  0.80000  1.50000   -76.05531954    0.85070460    0.00806665
 60.0000  0.80000  1.50000   -76.03195124    0.90029385    0.08915796
 40.0000  0.80000  1.50000   -75.98733891    0.93830114    0.14389049
 30.0000  0.80000  1.50000   -75.95642192 0.97837423 0.15237567
180.0000  1.00000  1.70000   -75.97360793 0.00000000     0.89878528
175.0000  1.00000  1.70000   -75.97933919 -0.01540075 0.59188492
160.0000  1.00000  1.70000   -76.00271375    0.13385467    0.19341376
140.0000  1.00000  1.70000   -76.03164844    0.35189878    0.08122772
120.0000  1.00000  1.70000   -76.05305378    0.54383242    0.06040663
 60.0000  1.00000  1.70000   -76.04868511    0.85144170    0.16021650
 40.0000  1.00000  1.70000   -76.01938513    0.89509805    0.16521159
100.0000  1.00000  1.70000   -76.06428249    0.69566686    0.07926868
 80.0000  1.00000  1.70000   -76.06336300    0.79804202    0.11915230
 80.0000  0.90000  2.00000   -76.02598185    0.67343562    0.22104524
100.0000  0.90000  2.00000   -76.02529700    0.56853392    0.22634711
120.0000  0.90000  2.00000   -76.01757589    0.41627402    0.28023429
140.0000  0.90000  2.00000   -76.00500190    0.24075847    0.41253098
160.0000  0.90000  2.00000   -75.99170003    0.08737503    0.63022411
180.0000  0.90000  2.00000   -75.98425243    0.00000000    0.78598226
180.0000  1.30000  1.50000   -75.95194753 0.00000000    -0.22328171
179.0000  1.30000  1.50000   -75.95214326 -0.00578408 -0.21658075
175.0000  1.30000  1.50000   -75.95595550  0.00160909 -0.13283273
170.0000  1.30000  1.50000   -75.96376455 0.04948298 -0.05899695
160.0000  1.30000  1.50000   -75.98137429    0.16465712   -0.00307768
140.0000  1.30000  1.50000   -76.01390514    0.38986348    0.01788623
120.0000  1.30000  1.50000   -76.03771933    0.58758274    0.02386867
100.0000  1.30000  1.50000   -76.04991295    0.74800517    0.03316947
 80.0000  1.30000  1.50000   -76.04852959    0.86483902    0.04602253
 60.0000  1.30000  1.50000   -76.03296081    0.94470854    0.05329129
 40.0000  1.30000  1.50000   -76.00953241    0.99572355    0.02350643
180.0000  1.10000  1.50000   -75.99824862 0.00000000    -0.47834190
160.0000  1.10000  1.50000   -76.02087079    0.22227491   -0.18954846
140.0000  1.10000  1.50000   -76.05258140    0.43280207   -0.07579506
120.0000  1.10000  1.50000   -76.07664960    0.61559577   -0.02660142
100.0000  1.10000  1.50000   -76.08862568    0.76243008    0.01336903
 80.0000  1.10000  1.50000   -76.08586045    0.86794350    0.05280544
 60.0000  1.10000  1.50000   -76.06677880    0.93539597    0.08206253
 40.0000  1.10000  1.50000   -76.03200379    0.98732979    0.06229703
180.0000  1.20000  1.50000   -75.97656687 0.00000000    -0.35077957
170.0000  1.20000  1.50000   -75.98567367 0.08443372 -0.19092546
160.0000  1.20000  1.50000   -76.00210643    0.19576962   -0.08330863
100.0000  1.20000  1.50000   -76.07063318    0.75768836    0.02901284
 80.0000  1.20000  1.50000   -76.06858471    0.86917095    0.05386747
140.0000  1.20000  1.50000   -76.03440415    0.41331607   -0.01865769
120.0000  1.20000  1.50000   -76.05847487    0.60378477    0.00619289
 60.0000  1.20000  1.50000   -76.05128679    0.94272945    0.07033865
 40.0000  1.20000  1.50000   -76.02204103    0.99287693    0.04047864
170.0000  0.90000  1.50000   -76.01699472    0.14377524   -0.60513064
175.0000  0.90000  1.50000   -76.01286756    0.07423298   -0.68612680
170.0000  1.00000  1.70000   -75.98678606    0.02517372    0.37598380
170.0000  1.00000  1.75000   -75.98619630    0.01915811    0.57335541
 40.0000  0.90000  0.95000   -76.01635041    0.98880162    0.00268264
 60.0000  0.90000  0.95000   -76.12464589    0.94143817    0.00053904
 80.0000  0.90000  0.95000   -76.17389514    0.86197790   -0.00581373
100.0000  0.90000  0.95000   -76.19289973    0.76588200   -0.01426775
104.5200  0.90000  0.95000   -76.19381935    0.74108839   -0.01639276
110.0000  0.90000  0.95000   -76.19350205    0.70906627   -0.01907510
120.0000  0.90000  0.95000   -76.18938815    0.64412769   -0.02428040
140.0000  0.90000  0.95000   -76.17171764    0.48191417   -0.03579814
160.0000  0.90000  0.95000   -76.15164043    0.26511866   -0.04709917
170.0000  0.90000  0.95000   -76.14505098    0.13647990   -0.05096875
 50.0000  0.90000  0.95000   -76.08281636    0.97220740    0.00229989
180.0000  0.90000  0.95000   -76.14268422 0.00000000    -0.05239814
175.0000  0.90000  0.95000   -76.14328433 0.06876870 -0.05203342
 60.0000  0.90000  2.00000   -76.01828010    0.72259786    0.23423799
 40.0000  0.90000  2.00000   -76.00135442    0.72853949    0.23497560
 30.0000  0.90000  2.00000   -75.98963742 0.72249226 0.22298904
 20.0000  0.90000  2.00000   -75.97671637    0.70735370    0.19778684
 10.0000  0.90000  2.00000   -75.96499507  0.67406751 0.13961731
  0.0000  0.90000  2.00000   -75.95962476    0.64570525    0.00000000
  0.0000  0.95000  2.00000   -75.96117915  0.67445533 0.00000000
  0.0000  0.90000  1.90000  -75.94630222  0.61345288     0.00000000
  5.0000  0.90000  1.90000  -75.94900971  0.64693169  0.12972948
 10.0000  0.90000  1.90000  -75.95535389 0.69571222 0.18533201
  0.0000  0.90000  2.10000   -75.86337867    1.35317783   -0.00000001
  0.0000  0.90000  2.50000   -75.98951298    0.69972165    0.00000000
  0.0000  0.90000  3.00000   -75.99616734    0.69350730    0.00000000
  0.0000  1.00000  2.00000   -75.95756848    0.70204646    0.00000000
  5.0000  0.90000  2.00000   -75.96108822    0.65458797    0.08231495
  5.0000  1.00000  2.00000   -75.96004775    0.72870779    0.11630697
 50.0000  1.10000  1.50000   -76.05136062    0.96232649    0.08166591
 30.0000  1.10000  1.50000   -76.00369783    0.99181312    0.02833941
110.0000  1.10000  1.50000   -76.08433642    0.69392250   -0.00644898
170.0000  1.10000  1.50000   -76.00568832    0.11046853   -0.33524692
175.0000  1.10000  1.50000   -76.00031923   0.05449100 -0.43041680
 80.0000  0.75000  0.85000   -76.08004430    0.82207942   -0.01516198
140.0000  0.75000  0.85000   -76.09567740    0.46100173   -0.06797117
100.0000  0.75000  0.85000   -76.10736480    0.73085874   -0.03102464
120.0000  0.75000  0.85000   -76.10930990    0.61635675   -0.04897966
160.0000  0.75000  0.85000   -76.07888520    0.25210436   -0.08446714
170.0000  0.75000  0.85000   -76.07337928    0.12935622   -0.08960369
180.0000  0.75000  0.85000   -76.07141045    0.00000000   -0.09143556
 80.0000  1.10000  1.70000   -76.05320066    0.80344370    0.13021215
100.0000  1.10000  1.70000   -76.05383964    0.69458152    0.10354896
 60.0000  1.10000  1.70000   -76.03931730    0.86541265    0.15658989
120.0000  1.10000  1.70000   -76.04261938    0.53601822    0.09830248
 40.0000  1.10000  1.70000   -76.01292957    0.92910779    0.13405482
140.0000  1.10000  1.70000   -76.02141502    0.33747529    0.13382610
 80.0000  1.30000  1.70000   -76.01575070    0.80121487    0.12634502
100.0000  1.30000  1.70000   -76.01586797    0.68079259    0.12065606
120.0000  1.30000  1.70000   -76.00493630    0.51101001    0.13513839
140.0000  1.30000  1.70000   -75.98462958    0.30254317    0.18788032
160.0000  1.30000  1.70000   -75.95745437    0.07538077    0.32740239
170.0000  1.30000  1.70000   -75.94312807 -0.02200501 0.48968078
175.0000  1.30000  1.70000   -75.93705804 -0.04131457 0.61993563
100.0000  0.70000  1.20000   -76.03378598    0.78089738   -0.13660735
120.0000  0.70000  1.20000   -76.02780155    0.66431898   -0.23205465
 80.0000  0.70000  1.20000   -76.01938501    0.86949925   -0.05414116
140.0000  0.70000  1.20000   -76.00843752    0.50552297   -0.34535246
 40.0000  0.80000  1.20000   -76.00199891    1.01695766    0.04378110
 60.0000  0.80000  1.20000   -76.07524240    0.95125495    0.01895970
 80.0000  0.80000  1.20000   -76.11346240    0.87753514   -0.03411652
100.0000  0.80000  1.20000   -76.12642805    0.78513004   -0.10040398
120.0000  0.80000  1.20000   -76.11940695    0.66394423   -0.17881087
140.0000  0.80000  1.20000   -76.09912487    0.50198325   -0.27471004
160.0000  0.80000  1.20000   -76.07616335    0.28202139   -0.38344721
180.0000  0.80000  1.20000   -76.06549552    0.00000000   -0.44331373
150.0000  0.80000  1.20000   -76.08711027    0.40040614   -0.32928885
170.0000  0.80000  1.20000   -76.06835186    0.14674556   -0.42641660
100.0000  0.85000  0.95000   -76.18121034    0.75977706   -0.02927312
104.5200  0.85000  0.95000   -76.18237688    0.73532682   -0.03347459
110.0000  0.85000  0.95000   -76.18233021    0.70373947   -0.03876504
120.0000  0.85000  0.95000   -76.17864734    0.63959717   -0.04898246
140.0000  0.85000  0.95000   -76.16171048    0.47873203   -0.07127465
160.0000  0.85000  0.95000   -76.14228515    0.26314099   -0.09258118
100.0000  0.75000  0.75000   -76.04953852    0.71426878    0.00000001
120.0000  0.75000  0.75000   -76.05414668    0.60273289    0.00000000
 80.0000  0.75000  0.75000   -76.01815595    0.80311892    0.00000000
140.0000  0.75000  0.75000   -76.04237374    0.45050472    0.00000000
 80.0000  0.85000  0.85000   -76.14138573    0.83858510    0.00000000
140.0000  0.85000  0.85000   -76.14977602    0.46907591    0.00000000
100.0000  0.85000  0.85000   -76.16533488    0.74503593    0.00000000
120.0000  0.85000  0.85000   -76.16503577    0.62739677    0.00000000
160.0000  0.85000  0.85000   -76.13174877    0.25690088    0.00000000
180.0000  0.85000  0.85000   -76.12375000    0.00000000    0.00000000
 60.0000  0.85000  0.85000   -76.08366486    0.91932872    0.00000001
 40.0000  0.85000  0.85000   -75.95455868    0.97555839    0.00000000
60.00000  0.75000  0.85000   -76.01684877 0.90308667 -0.00262152
 80.0000  0.85000  0.95000   -76.16076112    0.85482650   -0.01248301
 60.0000  0.85000  0.95000   -76.10910528    0.93494181    0.00030607
 40.0000  0.85000  0.95000   -75.99632161    0.98780176    0.00518138
 80.0000  1.10000  1.20000   -76.14497326    0.90215993    0.00026351
100.0000  1.10000  1.20000   -76.15285426    0.79910217   -0.01492982
120.0000  1.10000  1.20000   -76.14266581    0.66368659   -0.03354194
140.0000  1.10000  1.20000   -76.11953182    0.49115828   -0.05857416
160.0000  1.10000  1.20000   -76.09263746    0.27192622   -0.09401383
180.0000  1.10000  1.20000   -76.07914155    0.00000000   -0.11984369
 60.0000  1.10000  1.20000   -76.11581386    0.97490565    0.01072195
 50.0000  1.10000  1.20000   -76.09199136 0.99636445 0.01181177
 40.0000  1.10000  1.20000   -76.05704729    0.99602601    0.00860653
 80.0000  1.00000  2.00000   -76.03104830    0.68278090    0.24102937
100.0000  1.00000  2.00000   -76.03039063    0.57400977    0.25370097
 80.0000  0.80000  1.70000   -76.02288018    0.78464981    0.07750464
100.0000  0.80000  1.70000   -76.02431600    0.69513421    0.00916535
120.0000  0.80000  1.70000   -76.01324056    0.55737918   -0.03930033
140.0000  0.80000  1.70000   -75.99174138    0.38002502   -0.05223365
 60.0000  0.80000  1.70000   -76.00718663    0.82257524    0.15055180
 40.0000  0.80000  1.70000   -75.97568946    0.82176907    0.20870905
 50.0000  0.80000  1.70000   -75.99348513    0.82514619    0.18269293
 30.0000  0.80000  1.70000   -75.95391842    0.81733241    0.22826928
 80.0000  1.20000  2.00000   -76.00342150    0.69168029    0.26037500
100.0000  1.20000  2.00000   -76.00284527    0.57587709    0.28442190
 80.0000  0.90000  1.20000   -76.14915967    0.88683431   -0.01790619
100.0000  0.90000  1.20000   -76.16050246    0.79056828   -0.06708432
120.0000  0.90000  1.20000   -76.15238599    0.66454834   -0.12630461
140.0000  0.90000  1.20000   -76.13111591    0.49912186   -0.20105786
160.0000  0.90000  1.20000   -76.10698843    0.27925317   -0.29096437
180.0000  0.90000  1.20000   -76.09560352    0.00000000   -0.34379349
 40.0000  0.90000  1.20000   -76.04262681    1.00900436    0.02973742
 60.0000  0.90000  1.20000   -76.11357398    0.96023344    0.01944983
 50.0000  0.90000  1.20000   -76.08431733    0.98902163    0.02933073
 30.0000  0.90000  1.20000   -75.97475233    1.01121583    0.02085279
 60.0000  1.20000  1.70000   -76.02285577    0.87622612    0.14699950
120.0000  1.20000  1.70000   -76.02507960    0.52561827    0.12429124
 40.0000  1.20000  1.70000   -76.00039167    0.95638117    0.10220957
 80.0000  1.20000  1.70000   -76.03584505    0.80525295    0.13304712
100.0000  1.20000  1.70000   -76.03620941    0.69026284    0.11802925
140.0000  1.20000  1.70000   -76.00422533    0.32143971    0.17109445
 40.0000  1.20000  1.70000   -76.00039167    0.95638123    0.10220970
170.0000  0.70000  1.50000   -75.89374859 0.16481254 -0.82786951
170.0000  0.70000  1.30000   -75.95020097 0.15507931 -0.63238381
175.0000  0.70000  1.30000   -75.94788774 0.07868898 -0.65396336
170.0000  0.70000  1.10000   -76.00522379 0.14201244 -0.39697610
175.0000  0.70000  1.10000   -76.00342638 0.07165219 -0.40530127
175.0000  0.80000  1.30000   -76.03766583 0.07689747 -0.56288881
175.0000  0.80000  1.10000   -76.09201680 0.07145111 -0.31808949
175.0000  0.95000  1.50000   -76.01621719 0.07053482 -0.62601981
175.0000  1.00000  1.50000   -76.01427254 0.06619619  -0.56332853
180.0000  0.95000  1.50000   -76.01462278 0.00000000    -0.66186660
170.0000  0.95000  1.50000   -76.02058007 0.13708096 -0.54158011
180.0000  0.95000  1.40000   -76.04198977 0.00000000    -0.53978361
180.0000  1.00000  1.40000   -76.03966187 0.00000000     0.75626250
175.0000  0.95000  1.40000   -76.04316156 0.07384178 -0.52495530     
170.0000  0.95000  1.40000   -76.04649403  0.14487911 -0.48607783
170.0000  1.00000  1.40000   -76.04441700 0.14067899 -0.42803567
170.0000  1.05000  1.40000   -76.03861164 0.13585009 -0.36855484
 10.0000  0.90000  2.20000   -75.97919639 0.68511699 0.08948227
 10.0000  0.90000  2.80000   -75.99493114  0.69400612 0.05346410
 10.0000  0.90000  2.50000   -75.99031425  0.69633018 0.06204136
 10.0000  0.90000  3.10000   -75.99673548 0.68673982 0.05121843
 10.0000  0.90000  3.50000   -75.99750677 0.67632413 0.05145542
 10.0000  0.95000  2.20000   -75.98238479 0.71330098 0.09262117
 10.0000  1.00000  2.20000   -75.98034142 0.74379026 0.09615336
 60.0000  1.30000  1.70000   -76.00365874 0.88137800 0.13109761
 40.0000  1.30000  1.70000   -75.98568978 0.97542849 0.07329143
100.0000  1.10000  2.00000   -76.02019957 0.57707676 0.27382419
