,theta,r1,r2,energy
303,1.0471975511965976,1.100,0.860,16872.55925491017
304,1.0471975511965976,1.100,0.880,15556.147353280972
305,1.0471975511965976,1.100,0.900,14525.159135048234
306,1.0471975511965976,1.100,0.920,13744.056109061356
307,1.0471975511965976,1.100,0.940,13181.662930759354
308,1.0471975511965976,1.100,0.960,12810.603018876034
309,1.0471975511965976,1.100,0.980,12606.808424658464
310,1.0471975511965976,1.100,1.000,12549.094770715255
311,1.0471975511965976,1.100,1.020,12618.793062203758
312,1.0471975511965976,1.100,1.040,12799.431069664732
313,1.0471975511965976,1.100,1.060,13076.457798317564
314,1.0471975511965976,1.100,1.080,13437.005299993685
315,1.0471975511965976,1.100,1.100,13869.682757212533
316,1.0471975511965976,1.100,1.120,14364.398379547547
317,1.0471975511965976,1.100,1.140,14912.205205094971
318,1.0471975511965976,1.100,1.160,15505.167398720048
319,1.0471975511965976,1.100,1.180,16136.244087551804
320,1.0471975511965976,1.120,0.800,23336.82330195988
321,1.0471975511965976,1.120,0.820,20905.16401787839
322,1.0471975511965976,1.120,0.840,18899.00748874611
323,1.0471975511965976,1.120,0.860,17265.36003873573
324,1.0471975511965976,1.120,0.880,15957.842478574328
325,1.0471975511965976,1.120,0.900,14935.83715555097
326,1.0471975511965976,1.120,0.920,14163.743635162613
327,1.0471975511965976,1.120,0.940,13610.330248396675
328,1.0471975511965976,1.120,0.960,13248.170051231202
329,1.0471975511965976,1.120,0.980,13053.15093600164
330,1.0471975511965976,1.120,1.000,13004.050718912027
331,1.0471975511965976,1.120,1.020,13082.16901417261
332,1.0471975511965976,1.120,1.040,13271.008602000868
333,1.0471975511965976,1.120,1.060,13555.999813005974
334,1.0471975511965976,1.120,1.080,13924.262192330838
335,1.0471975511965976,1.120,1.100,14364.398379547547
336,1.0471975511965976,1.120,1.120,14866.315750135414
337,1.0471975511965976,1.120,1.140,15421.071916208273
338,1.0471975511965976,1.120,1.160,16020.740682245243
339,1.0471975511965976,1.120,1.180,16658.29549971893
340,1.0471975511965976,1.140,0.800,23762.619322458617
341,1.0471975511965976,1.140,0.820,21338.79304034017
342,1.0471975511965976,1.140,0.840,19340.762594351952
343,1.0471975511965976,1.140,0.860,17715.46232474281
344,1.0471975511965976,1.140,0.880,16416.44471792123
345,1.0471975511965976,1.140,0.900,15403.028121929798
346,1.0471975511965976,1.140,0.920,14639.55299122346
347,1.0471975511965976,1.140,0.940,14094.73389508255
348,1.0471975511965976,1.140,0.960,13741.095838672054
349,1.0471975511965976,1.140,0.980,13554.484640465333
350,1.0471975511965976,1.140,1.000,13513.642195555178
351,1.0471975511965976,1.140,1.020,13599.838441311887
352,1.0471975511965976,1.140,1.040,13796.552738938408
353,1.0471975511965976,1.140,1.060,14089.198199752936
354,1.0471975511965976,1.140,1.080,14464.883225616897
355,1.0471975511965976,1.140,1.100,14912.205205094971
356,1.0471975511965976,1.140,1.120,15421.071916208273
357,1.0471975511965976,1.140,1.140,15982.546737887893
358,1.0471975511965976,1.140,1.160,16588.714269769873
359,1.0471975511965976,1.140,1.180,17232.563407649715
360,1.0471975511965976,1.160,0.800,24238.649421862763
361,1.0471975511965976,1.160,0.820,21822.32259777638
362,1.0471975511965976,1.160,0.840,19832.070183474876
363,1.0471975511965976,1.160,0.860,18214.75829128487
364,1.0471975511965976,1.160,0.880,16923.874665407144
365,1.0471975511965976,1.160,0.900,15918.677042156161
366,1.0471975511965976,1.160,0.920,15163.44994651584
367,1.0471975511965976,1.160,0.940,14626.857158481493
368,1.0471975511965976,1.160,0.960,14281.378399245252
369,1.0471975511965976,1.160,0.980,14102.819983525558
370,1.0471975511965976,1.160,1.000,14069.890271298722
371,1.0471975511965976,1.160,1.020,14163.831739907171
372,1.0471975511965976,1.160,1.040,14368.102395048294
373,1.0471975511965976,1.160,1.060,14668.100054572642
374,1.0471975511965976,1.160,1.080,15050.923779518416
375,1.0471975511965976,1.160,1.100,15505.167398720048
376,1.0471975511965976,1.160,1.120,16020.740682245243
377,1.0471975511965976,1.160,1.140,16588.714269769873
378,1.0471975511965976,1.160,1.160,17201.184957168673
379,1.0471975511965976,1.160,1.180,17851.158391990277
380,1.0471975511965976,1.180,0.800,24757.572132247697
381,1.0471975511965976,1.180,0.820,22348.447547520762
382,1.0471975511965976,1.180,0.840,20365.65822102937
383,1.0471975511965976,1.180,0.860,18756.005808426504
384,1.0471975511965976,1.180,0.880,17472.916996406264
385,1.0471975511965976,1.180,0.900,16475.592477799037
386,1.0471975511965976,1.180,0.920,15728.264277785654
387,1.0471975511965976,1.180,0.940,15199.548663115536
388,1.0471975511965976,1.180,0.960,14861.883184502469
389,1.0471975511965976,1.180,0.980,14691.03760001596
390,1.0471975511965976,1.180,1.000,14665.689515328238
391,1.0471975511965976,1.180,1.020,14767.056565167568
392,1.0471975511965976,1.180,1.040,14978.577858342247
393,1.0471975511965976,1.180,1.060,15285.6382243594
394,1.0471975511965976,1.180,1.080,15675.329540192815
395,1.0471975511965976,1.180,1.100,16136.244087551804
396,1.0471975511965976,1.180,1.120,16658.29549971893
397,1.0471975511965976,1.180,1.140,17232.563407649715
398,1.0471975511965976,1.180,1.160,17851.158391990277
399,1.0471975511965976,1.180,1.180,18507.104294923134
400,1.1344640137963142,0.800,0.800,30447.857718571766
401,1.1344640137963142,0.800,0.820,27891.065626970958
402,1.1344640137963142,0.800,0.840,25764.381892667803
403,1.1344640137963142,0.800,0.860,24015.168127379162
404,1.1344640137963142,0.800,0.880,22597.298904913347
405,1.1344640137963142,0.800,0.900,21470.320136598013
406,1.1344640137963142,0.800,0.920,20598.715981677586
407,1.1344640137963142,0.800,0.940,19951.27120247428
408,1.1344640137963142,0.800,0.960,19500.517259399043
409,1.1344640137963142,0.800,0.980,19222.251703077956
410,1.1344640137963142,0.800,1.000,19095.121568969153
411,1.1344640137963142,0.800,1.020,19100.262522543933
412,1.1344640137963142,0.800,1.040,19220.98644860275
413,1.1344640137963142,0.800,1.060,19442.51103428168
414,1.1344640137963142,0.800,1.080,19751.72566891947
415,1.1344640137963142,0.800,1.100,20136.988681769453
416,1.1344640137963142,0.800,1.120,20587.951566575575
417,1.1344640137963142,0.800,1.140,21095.406405768896
418,1.1344640137963142,0.800,1.160,21651.153211482066
419,1.1344640137963142,0.800,1.180,22247.88435028828
420,1.1344640137963142,0.820,0.800,27891.065626970958
421,1.1344640137963142,0.820,0.820,25349.867290606147
422,1.1344640137963142,0.820,0.840,23237.85889915318
423,1.1344640137963142,0.820,0.860,21502.437240141175
424,1.1344640137963142,0.820,0.880,20097.519243082337
